x,y,Households,Population Density (Per Sq. Mile),Median Household Income (In 2010 Inflation Adjusted Dollars),Area (Land),Average Household Size,Climate Zone,Ave Max Temp,PreMax,CES 2.0 Score,% Total Population: Under 18 Years,% Total Population: 18 to 64 Years,% Total Population: 65 and Over,% Total Population: Not Hispanic or Latino: White Alone,% Total Population: Not Hispanic or Latino: Black or African American Alone,% Total Population: Hispanic or Latino,%Unemployed: 16 years and over,% Occupied Housing Units: Renter Occupied,% Low Birth Weight,%Building age: 2000 or later,%Building age: 1960-1999,%Building age: 1959 or earlier,%Vacant Housing Units,% Ozone,% PM2.5,% Drinking Water,% Traffic,% Groundwater Threats,% Imp. Water Bodies,% Solid Waste
-118.5930023,34.2230988,1022,16300.96,42576,0.247163307,3.87,9,65.73330593,1.231122851,37.1649095,31.15,62.89,5.96,17.47,4.29,56.94,25.14,63.6,65.81185889,7.83,65.55,26.61,16.63405088,69.92168771,54.97230614,69.09227307,54.7461644,52.17734301,0,0
-118.612999,34.2449989,943,1781.925,91023,1.536540324,2.9,9,65.78686602,1.216845512,20.83359128,18.66,67.57,13.77,61.36,2.41,16.4,32.71,23.22,70.94070553,30.01,59.71,10.28,2.43902439,70.67284641,52.06445116,60.50262566,36.48496944,32.72325655,0,0
-118.612999,34.2400017,464,3796.372,51531,0.292121045,2.38,9,65.78416443,1.198893428,20.83359128,12.8,58.61,28.58,38.77,14.34,13.53,49.75,66.16,70.94070553,9.05,88.58,2.37,7.543103448,70.67284641,52.06445116,60.50262566,36.48496944,32.72325655,0,0
-118.586998,34.2536011,1787,24376.02,51804,0.1879306,2.56,9,65.74073113,1.221454263,22.76202567,21.89,72.95,5.15,23.51,5.59,44.34,16.74,81.65,78.30873155,0.9,91.44,7.67,4.980414102,74.73229982,52.12739174,69.09227307,40.41412,49.43199748,0,23.18542463
-118.5950012,34.2535019,566,5935.368,82000,0.216835754,2.22,9,65.75458908,1.213170648,22.76202567,6.99,80.65,12.35,57.81,3.34,14.76,27.04,37.63,78.30873155,10.07,80.57,9.36,0,74.73229982,52.12739174,69.09227307,40.41412,49.43199748,0,23.18542463
-118.5910034,34.2321014,737,23196.76,52688,0.108463437,3.41,9,65.73156908,1.225104809,33.62721176,30.09,66.69,3.22,17.93,6.56,49.44,14.68,97.15,78.90918189,7.33,85.76,6.92,17.23202171,72.71855522,54.72054381,69.09227307,40.8007983,67.02429789,0,0
-118.5849991,34.2238998,461,9330.53,102946,0.162584537,3.29,9,65.71693166,1.238237262,28.48148991,19.31,67.96,12.72,25.05,5.87,24.65,38.06,6.94,95.75931949,11.93,80.91,7.16,0,71.63177241,55.92900302,69.09227307,47.99800424,39.25528558,0,0
-118.4570007,34.2935982,654,12423.82,44750,0.25354519,4.82,9,65.83600159,1.245940089,43.58779773,31.59,60.67,7.75,2.76,0,92.48,28.51,34.4,52.10157618,5.2,57.95,36.85,7.798165138,84.03388205,52.95820745,69.09227307,18.54808532,37.34616598,0,37.87834264
-118.5419998,34.2793007,800,5294.11,101029,0.43576727,2.88,9,65.71750763,1.262118459,16.97814751,14.87,63.16,21.98,53.97,4.12,13,36.88,11.12,49.1618714,0.62,89,10.38,1,81.71647755,51.43504532,69.09227307,95.84632656,0,41.97695035,0
-118.4509964,34.2582016,346,4880.484,62031,0.279480445,3.92,9,65.79418394,1.282446504,30.48833861,22.36,63.41,14.22,13.42,2.13,79.33,25,26.3,72.30422817,0,21.67,78.32,3.179190751,78.71184274,57.86757301,69.09227307,88.56180616,0,0,0
-118.4629974,34.2518005,345,8550.618,50563,0.123616789,3.03,9,65.73644257,1.319654942,28.35122448,25.54,59.41,15.04,20.25,3.78,57.14,39.35,27.25,78.58393795,5.51,35.37,59.13,8.115942029,78.36023654,57.95568983,69.09227307,82.37495322,0,0,0
-118.4629974,34.2555008,501,11971.03,76179,0.123631847,2.95,9,65.74213505,1.316197515,28.35122448,21.35,71.76,6.89,15.61,1.42,68.51,25.52,58.48,78.58393795,8.18,42.51,49.3,0,78.36023654,57.95568983,69.09227307,82.37495322,0,0,0
-118.4700012,34.2537003,431,9918.786,40568,0.138424193,3.17,9,65.71865845,1.329871655,28.35122448,17.99,66.5,15.51,31.54,6.48,40.13,23.55,52.2,78.58393795,7.19,52.44,40.37,6.26450116,78.36023654,57.95568983,69.09227307,82.37495322,0,0,0
-118.4629974,34.2591019,312,9287.766,82576,0.12629518,3.76,9,65.74988747,1.30929184,25.61168813,13.81,68.37,17.82,34.36,4.77,56.95,29.58,5.13,70.84063047,0,24.04,75.96,0,79.83058974,56.82275932,69.09227307,95.65922415,0,0,0
-118.4840012,34.2531013,403,9595.5,69152,0.130477825,3.05,9,65.67504978,1.357556462,28.22455808,15.26,65.17,19.57,46.96,0.72,37.86,45.52,14.39,88.37878409,0,4.22,95.78,0,79.06344894,57.22557905,69.09227307,82.31258576,0,0,0
-118.4759979,34.2524986,392,7696.238,83214,0.161897275,3.18,9,65.69623427,1.349295378,28.22455808,25.52,68.21,6.26,20.22,0.56,52.89,30.51,26.02,88.37878409,0,13.01,86.99,14.79591837,79.06344894,57.22557905,69.09227307,82.31258576,0,0,0
-118.5339966,34.2700005,168,3010.197,91250,0.190353005,3.34,9,65.69173595,1.28824079,21.89950235,27.57,63.88,8.55,58.12,0,5.58,48.37,20.24,80.94821116,0,20.83,79.17,7.142857143,80.62969474,53.03373615,69.09227307,85.15654235,15.52540234,41.97695035,81.4869233
-118.5400009,34.2714005,183,2573.971,112625,0.191921353,2.61,9,65.70196394,1.27246201,21.89950235,18.42,39.07,42.51,68.02,0,24.9,41.45,9.84,80.94821116,0,68.31,31.69,16.39344262,80.62969474,53.03373615,69.09227307,85.15654235,15.52540234,41.97695035,81.4869233
-118.5879974,34.2607994,613,4223.84,80788,0.451011356,2.92,9,65.74989878,1.223102689,25.38278232,9.34,65.98,24.67,72.49,1.94,9.5,34.15,14.85,26.73254941,1.31,68.2,30.51,0,76.49033083,51.15810675,69.09227307,69.3027317,21.26853897,0,0
-118.5749969,34.2652016,460,2002.741,110417,0.649609573,2.78,9,65.73261738,1.24142313,22.83999484,15.68,61.95,22.37,72.33,0.69,22.06,42.2,1.3,64.51088316,1.52,95.87,2.61,0,77.99264823,51.78751259,69.09227307,73.03230635,15.52540234,0,0
-118.5230026,34.2345009,257,1991.866,69205,0.297208713,2.18,9,65.61540019,1.372138262,21.44600183,9.8,54.06,36.15,80.57,2.7,12.33,70.47,10.89,40.00500375,0,21.01,78.99,0,77.43327473,57.38922457,69.09227307,37.7822128,59.13537393,41.97695035,23.18542463
-118.2740021,34.0569992,318,42856.04,34231,0.034254213,4.37,9,67.21335983,1.191624641,47.76312595,18.53,69.68,11.78,2.79,0,95.57,15.38,100,87.00275206,22.96,46.85,30.18,9.748427673,40.64248042,82.88016113,74.56864216,49.2952476,27.62701168,0,0
-118.2639999,34.0570984,985,71738.16,19136,0.047882461,3.49,9,67.22472382,1.191176891,48.7227858,30.07,67.13,2.79,0.35,0.7,96.33,19.15,100,97.82336753,2.03,44.87,53.1,6.598984772,41.96899473,83.16968781,74.56864216,51.59037046,61.40738403,0,37.87834264
-118.2659988,34.0592003,852,78449.7,17606,0.027010936,2.38,9,67.21841431,1.191017151,42.54930686,22.51,69.75,7.74,10.38,4.67,82.4,12.12,100,49.28696522,4.93,54.58,40.49,10.21126761,42.14479783,82.80463243,74.56864216,41.22489709,30.87724834,0,23.18542463
-118.2699966,34.0516014,825,42411.16,18657,0.058475174,2.98,9,67.24131775,1.191437721,52.72424051,29.44,63.59,6.98,4.19,8.1,83.95,21.99,97.58,83.87540655,12.12,35.27,52.6,17.81818182,39.98721432,83.69838872,74.56864216,89.41000374,42.50552225,0,0
-118.2799988,34.0560989,773,52359.27,32091,0.049007563,3.01,9,67.21086121,1.191725254,54.20017527,22.02,65.66,12.31,6.74,3.98,69.13,19.16,98.45,97.54816112,4.66,54.72,40.62,7.761966365,39.65159022,82.36404834,74.56864216,55.70662343,40.24929,0,0
-118.2829971,34.0575981,551,38294.52,21896,0.034260776,2.38,9,67.19519424,1.191786289,54.20017527,23.09,70.35,6.55,3.66,8.99,71.95,40.45,100,97.54816112,16.88,53.54,29.59,24.13793103,39.65159022,82.36404834,74.56864216,55.70662343,40.24929,0,0
-118.2990036,34.074501,552,44150.75,32625,0.040452311,3.14,9,67.06672287,1.188459992,39.78003778,18.31,72.39,9.29,4.03,2.52,79.12,20.62,97.83,89.67975982,3.99,44.75,51.27,4.166666667,42.11283363,79.35548842,74.56864216,52.85019334,15.52540234,0,23.18542463
-118.3069992,34.0634995,1430,39651.78,29014,0.071699174,1.99,9,67.07889557,1.190688372,32.01133436,19.73,73.69,6.58,9.39,5.91,40.2,31.89,98.32,9.194395797,9.79,31.26,58.96,8.391608392,38.74061052,80.3121853,74.56864216,62.57951852,62.49605554,0,0
-118.2929993,34.0671997,995,61853.38,35139,0.035778158,2.22,9,67.12213135,1.191472769,36.15517819,14.78,79.44,5.78,12.16,1.54,39.22,24.79,99.4,72.50437828,2.71,48.85,48.44,9.045226131,40.73837302,80.50100705,74.56864216,62.19284021,15.52540234,0,0
-118.3069992,34.0597,532,18447.91,48205,0.077190319,2.63,9,67.09809494,1.190728903,29.25321772,10.6,71.13,18.26,3.79,7.23,19.8,41.19,91.54,44.10808106,2.82,82.71,14.48,11.27819549,37.62186351,80.8408862,74.56864216,34.30210802,68.50741559,0,0
-118.3249969,34.0583992,649,14714.14,77539,0.110234101,2.5,9,66.99765523,1.195904493,21.21931214,25.89,64.86,9.25,26.76,1.97,12.58,48,61.17,29.34701026,0,64.4,35.59,4.160246533,36.00767141,79.83383686,74.56864216,49.95634277,57.93625749,0,0
-118.3300018,34.0591011,220,4559.431,167679,0.12962145,2.69,9,66.96527269,1.2000494,21.21931214,11,66.16,22.84,7.78,24.87,1.18,81.72,16.82,29.34701026,0,20,80,0,36.00767141,79.83383686,74.56864216,49.95634277,57.93625749,0,0
-118.3079987,34.0526009,238,26794.46,22500,0.023363043,2.63,9,67.12597656,1.189088464,37.9139155,20.13,64.69,15.18,4.79,7.35,36.74,36.55,100,11.15836878,0,73.95,26.05,7.56302521,36.72686591,81.59617321,74.56864216,38.94224772,57.93625749,0,0
-118.302002,34.0489006,542,32782.98,33627,0.052740785,3.13,9,67.17089081,1.189026117,37.1889038,22.5,66.28,11.22,3.3,0.93,71.72,22.78,98.34,45.44658494,8.67,51.3,40.04,7.380073801,36.10356401,82.0367573,74.56864216,50.40538855,55.58535816,0,0
-118.3059998,34.049099,754,28379.41,26500,0.077732406,2.93,9,67.14803467,1.188735604,37.1889038,22.44,68.63,8.93,0.27,2.63,52.77,28.18,85.28,45.44658494,21.75,31.43,46.81,2.652519894,36.10356401,82.0367573,74.56864216,50.40538855,55.58535816,0,0
-118.3600006,34.0681,378,8719.484,88333,0.069728894,1.61,9,66.73979568,1.221936703,17.59953961,10.36,78.29,11.35,75,1.97,8.88,57.36,100,81.41105829,0,7.14,92.86,12.96296296,36.29534921,76.83786506,74.56864216,71.08644131,49.43199748,0,0
-118.3550034,34.0637016,855,12580.44,63006,0.11366848,1.67,9,66.78204346,1.225026727,14.96927795,12.1,80.7,7.2,49.79,6.85,15.38,41.53,96.49,52.25168877,9.83,63.16,27.01,16.95906433,35.20856641,77.89526687,74.56864216,69.98877386,23.87188388,0,0
-118.3460007,34.0668983,1194,34394.14,65726,0.051404099,1.48,9,66.8313385,1.206914306,9.847242698,6.79,87.61,5.6,67.99,6.62,6.39,31.96,100,27.55816863,0,35.59,64.41,12.1440536,35.84785041,78.23514602,74.56864216,65.84757391,57.93625749,0,0
-118.3779984,34.0564995,861,27141.37,52393,0.073540881,2.3,9,66.64536285,1.267786145,23.22143309,21.09,71.15,7.77,71.89,1.6,7.16,39.98,92.33,64.87365524,7.67,49.36,42.98,11.2659698,33.2747323,77.05186304,63.00325081,54.65884994,55.58535816,0,0
-118.3809967,34.0569,1260,33746.23,61824,0.0847502,2.24,9,66.62514369,1.275759459,23.22143309,15.77,70.14,14.09,76.08,0.66,7.66,38.57,81.51,64.87365524,0,46.12,53.89,3.80952381,33.2747323,77.05186304,63.00325081,54.65884994,55.58535816,0,0
-118.3789978,34.0611992,701,37402.68,80917,0.042269694,2.26,9,66.62717247,1.262071013,38.08111958,4.55,77.93,17.52,74.83,3.92,12.4,23.43,79.6,91.88141106,6.13,48.37,45.51,2.567760342,33.8820521,76.47280967,74.56864216,66.44630161,43.07352477,0,0
-118.3820038,34.0611992,720,26058.56,47823,0.046318747,1.61,9,66.60718536,1.265791655,38.08111958,10.27,68.19,21.54,74.73,4.72,9.78,40.14,94.44,91.88141106,0,62.37,37.63,10.55555556,33.8820521,76.47280967,74.56864216,66.44630161,43.07352477,0,0
-118.3860016,34.0546989,397,10707.57,70848,0.077982215,2.1,9,66.60040828,1.290872216,21.48122798,30.9,59.64,9.46,84.91,0,6.35,48.71,76.57,37.76582437,8.31,20.91,70.77,14.86146096,32.4596452,77.00151057,42.54813703,41.12510914,28.77879457,0,0
-118.3820038,34.0522995,965,30905.88,76783,0.071410369,2.29,9,66.62871361,1.285117269,24.60094453,20.3,69.33,10.38,67.2,6.16,14.32,23.1,84.56,81.63622717,3.42,35.96,60.63,3.316062176,31.948218,77.693857,62.99074769,32.58076587,50.18933417,80.62943262,0
-118.5400009,34.0428009,1472,4487.418,110417,0.751657151,2.28,6,66.01186934,1.255092502,13.47659168,25.29,57.73,16.99,85.92,0.56,5.78,44.68,34.44,26.20715537,7.68,40.15,52.17,18.68206522,25.77912738,69.52416918,42.54813703,59.08694025,70.84253708,76.52925532,0
-118.5210037,34.0379982,374,4379.561,173636,0.250025097,2.91,6,66.05154037,1.286833644,15.23852875,30.78,52.24,16.99,93.15,0,6.85,38.73,13.64,88.441331,16.58,24.59,58.82,5.080213904,25.71519898,70.29204431,42.54813703,44.29337657,0,71.63120567,0
-118.4690018,34.0595016,1654,19427.52,81512,0.15308179,1.8,6,66.1561398,1.356400967,10.34743045,15.84,71.86,12.31,83.19,0.4,7.83,39.35,57.19,4.403302477,1.45,75.21,23.34,9.189842805,36.24740291,71.56344411,42.54813703,62.14294624,5.269801199,0,10.40258595
-118.4449997,34.0612984,343,8621.207,42989,0.078875269,1.98,9,66.25167465,1.352342844,21.91949565,8.09,88.53,3.38,74.56,0,2.94,35.61,100,40.59294471,66.18,24.79,9.04,90.67055394,36.69490171,72.83484391,42.54813703,71.39827866,16.58251814,0,0
-118.4319992,34.0573006,488,9062.625,113750,0.110784683,2.06,9,66.33154551,1.360431194,13.77420787,15.04,67.23,17.73,86.35,0,4.68,51.14,58.81,28.22116587,3.89,27.26,68.85,0,34.984817,73.69083585,42.54813703,9.87900711,56.54780688,0,0
-118.4469986,34.0266991,636,11475.21,84423,0.130803695,2.36,6,66.30920982,1.471339345,18.7561687,14.72,70.36,14.92,44.7,2.07,40.24,28.88,48.58,26.56992745,2.52,41.67,55.81,0,26.21064408,75.10070493,42.54813703,93.26431333,43.54686021,0,58.44842786
-118.4599991,33.9688988,361,3128.752,158159,0.16971623,1.47,6,66.27715356,1.395409226,14.06373382,9.6,72.69,17.7,91.9,0,5.27,44.93,55.96,53.31498624,0,72.86,27.15,52.63157895,0,75.17623364,46.98674669,32.44355744,40.24929,99.84485816,37.87834264
-118.4059982,33.9570999,510,2690.572,77353,0.440426751,2.3,6,66.43901611,1.343845248,20.59649751,20.42,67.26,12.32,66.75,3.71,22.53,36.31,49.8,54.01551163,1.18,35.09,63.73,14.11764706,0,78.73867069,42.54813703,63.31545466,46.30798359,0,10.40258595
-118.2549973,33.7771988,273,2269.408,31058,0.446371952,3.71,6,66.93795923,1.171359062,50.60825941,34.85,55.29,9.87,0,11.06,85.88,38.77,67.4,23.41756317,6.96,60.07,32.97,8.058608059,0,64.47633434,22.23055764,16.40264438,95.31397917,97.7393617,93.00617103
-118.2929993,33.7621994,768,3690.801,102059,0.600682706,2.89,6,66.83385737,1.183366776,31.10343529,20.88,57.92,21.2,47.23,0.54,31.71,46.71,9.51,57.55566675,3.78,82.95,13.28,0,0,63.6958711,22.23055764,60.62117999,30.87724834,76.52925532,81.4869233
-118.3040009,33.7492981,273,3419.349,39023,0.159679504,2,6,66.78911057,1.183366776,21.90397025,15.57,69.78,14.65,35.16,20.15,39.01,47.21,62.64,35.53915437,0,45.78,54.21,12.08791209,0,62.3489426,22.23055764,27.17974305,24.28210792,76.52925532,14.1933588
-118.2860031,33.7262993,598,20418.88,44138,0.090651385,2.96,6,66.7692664,1.183366776,31.51388192,25.5,67.64,6.86,18.42,8.27,71.42,34.37,81.61,15.54916187,0,55.53,44.49,1.672240803,0,60.18378651,22.23055764,23.45016839,90.31240139,80.62943262,0
-118.3069992,33.7196999,238,6931.844,76143,0.105888135,3.08,6,66.72140808,1.183366776,21.1677778,19.35,63.22,17.44,73.02,1.5,21.8,32.53,0,67.72579435,0,0,100,0,0,57.91792548,22.23055764,17.03879257,95.31397917,71.63120567,0
-118.2699966,34.2386017,379,3898.764,89340,0.242384521,2.37,9,66.55974245,1.122307181,21.61546584,11.11,72.81,16.08,75.98,2.96,3.17,44.99,16.09,27.67075306,3.96,66.23,29.82,8.707124011,73.99712322,62.99093656,69.09227307,58.97467881,85.87882613,63.56382979,0
-118.3539963,34.2251015,680,3831.033,60625,0.458100964,2.58,9,66.28477139,0.904465079,27.90110066,15.27,69.06,15.67,68.95,0,23.13,43.27,23.53,30.34776082,2.65,38.09,59.27,0,71.37605881,63.88469285,69.09227307,79.55594362,57.93625749,63.56382979,0
-118.3420029,34.2122993,852,7502.588,89324,0.287100944,2.23,9,66.36884511,0.896006703,25.27125869,8.59,78.46,12.95,70.66,2.37,12.07,42.59,23.36,38.49136853,0,88.5,11.5,2.582159624,70.25731181,64.74068479,69.09227307,91.06897842,87.91416851,63.56382979,0
-118.3479996,34.2193985,458,3034.473,75000,0.353273838,2.34,9,66.32569388,0.905571878,25.27125869,10.91,67.44,21.64,61.01,0,21.92,16.18,25.11,38.49136853,14.63,25.77,59.61,0,70.25731181,64.74068479,69.09227307,91.06897842,87.91416851,63.56382979,0
-118.3410034,34.2445984,802,716.9808,48036,3.205106742,2.78,9,66.30339365,1.02645421,49.81850056,28.94,54.74,16.32,56.48,3.66,33.38,31.71,36.53,81.41105829,5.11,53.62,41.28,10.97256858,73.45373182,62.77693857,63.64091023,80.79081951,72.5623225,63.56382979,79.01851308
-118.5899963,34.226799,994,61523.01,42439,0.042845758,2.65,9,65.72687276,1.2268641,28.48148991,26.48,70.26,3.26,13.51,3.3,73.75,15.16,90.34,95.75931949,0,91.05,8.95,12.07243461,71.63177241,55.92900302,69.09227307,47.99800424,39.25528558,0,0
-118.5220032,34.2467995,1537,32475.95,37883,0.096686934,2,9,65.63566208,1.34783268,21.44600183,11.24,85.8,2.96,32.77,12.1,25.8,35.6,84.52,40.00500375,14.83,83.99,1.18,9.694209499,77.43327473,57.38922457,69.09227307,37.7822128,59.13537393,41.97695035,23.18542463
-118.5390015,34.2452011,678,12246.17,54964,0.143065142,2.55,9,65.65239239,1.315203547,19.30268341,15.18,76.03,8.79,35.73,2.63,32.36,28.57,73.6,57.45559169,3.54,93.95,2.51,0,77.68898833,55.8408862,69.09227307,22.227766,49.43199748,41.97695035,40.49368205
-118.4589996,34.2392998,455,16501.97,96602,0.11331983,4.11,9,65.73370107,1.321079731,23.57679316,27.22,67.27,5.51,9.63,2.73,36.26,19.69,1.32,9.344508381,22.86,50.12,27.03,12.52747253,76.09077833,59.90684794,69.09227307,40.62616939,0,0,0
-118.4639969,34.2391014,834,17619.74,54397,0.184679234,3.9,9,65.71101803,1.343396544,23.57679316,26.61,66.29,7.1,11.92,1.23,63.64,36.8,48.68,9.344508381,26.38,57.92,15.7,4.556354916,76.09077833,59.90684794,69.09227307,40.62616939,0,0,0
-118.4560013,34.2467995,313,7557.374,81726,0.151507652,3.66,9,65.75667156,1.305983067,23.25064617,16.86,71.45,11.7,25.76,0.35,46.29,25.29,5.43,17.75081311,0,20.77,79.24,3.194888179,77.12961483,59.06344411,69.09227307,28.42709243,0,0,0
-118.4629974,34.2463989,483,6237.523,42063,0.247213501,3.18,9,65.7273488,1.33340168,23.25064617,21.53,67.9,10.57,18.68,1.23,76.98,24.37,20.7,17.75081311,10.77,61.91,27.33,4.347826087,77.12961483,59.06344411,69.09227307,28.42709243,0,0,0
-118.4700012,34.2392006,870,25305.92,40872,0.155852846,4.53,9,65.68571472,1.362864256,39.31566572,36.79,59.18,4.03,7.71,1.65,80.32,28.98,92.07,48.43632725,25.86,55.97,18.15,5.057471264,77.00175803,59.12638469,69.09227307,93.71335911,0,0,0
-118.4700012,34.2462997,269,7396.342,46932,0.149803783,3.66,9,65.70026744,1.350749254,39.31566572,24.37,50.81,24.82,27.26,0.72,41.7,46.67,13.01,48.43632725,0,61.7,38.29,8.921933086,77.00175803,59.12638469,69.09227307,93.71335911,0,0,0
-118.4700012,34.2300987,801,45496.58,28013,0.076577189,4.35,9,65.66906102,1.378263831,35.46965564,36.57,60.96,2.47,3.07,0.66,93.25,28.64,98.25,20.52789592,13.73,73.66,12.61,12.10986267,75.06792393,60.88872105,69.09227307,92.14169889,0,0,0
-118.4700012,34.2248001,892,22487.18,28417,0.145371716,3.66,9,65.66174995,1.388317704,40.27898629,36.4,61.05,2.54,3.43,6.39,87.09,20.96,80.83,32.52439329,1.91,63.79,34.31,1.34529148,74.26881892,61.32930514,69.09227307,95.28501933,5.269801199,0,0
-118.4629974,34.2242012,822,22505.51,48750,0.147741611,4.05,9,65.70344543,1.363008261,32.48957321,30.47,65.11,4.42,3.25,1.17,75.13,23.31,66.67,14.4858644,12.41,72.27,15.32,1.946472019,73.83730222,61.53071501,69.09227307,40.55132843,0,0,0
-118.4140015,34.2327995,187,6878.328,69375,0.109183517,4.02,9,65.96165848,1.123378634,41.25933753,16.11,67.37,16.51,14.65,0,68.44,38.39,17.65,98.86164623,6.95,21.93,71.12,12.29946524,73.24596452,61.97129909,69.09227307,94.49918922,32.3130325,48.98049645,63.94357919
-118.4329987,34.2504005,212,10327.63,63300,0.108156486,5.22,9,65.86485418,1.214679122,41.28725577,25.96,65.8,8.24,7.52,0,76.01,24.66,24.06,36.06454841,0,7.08,92.92,0,75.88301103,60.71248741,69.09227307,98.75265062,30.87724834,48.98049645,10.40258595
-118.4430008,34.2431984,211,8898.637,42750,0.086642486,3.63,9,65.81511052,1.258356571,25.65440297,23.22,59.79,16.99,8.04,0.26,83.92,24.32,36.49,18.50137603,0,29.38,70.61,0,76.41042033,59.75579053,69.09227307,40.15217662,0,0,0
-118.4430008,34.2482986,353,10350.92,57125,0.173994242,5.1,9,65.81906509,1.257209778,25.65440297,34.26,61.74,4,5.33,0.44,92.67,26.73,23.23,18.50137603,0,22.95,77.05,4.532577904,76.41042033,59.75579053,69.09227307,40.15217662,0,0,0
-118.4459991,34.2499008,159,10563.79,31964,0.048372811,3.21,9,65.80368614,1.263926864,37.47752074,20.55,76.32,3.13,4.11,13.31,65.56,23.37,75.47,56.37978484,0,61.01,39,52.83018868,77.67300623,58.62286002,69.09227307,95.87127354,0,0,0
-118.4449997,34.2523994,187,10424.25,60240,0.110607462,6.16,9,65.81070273,1.270017982,37.47752074,22.81,70.86,6.33,4.94,0,92.28,30.93,22.99,56.37978484,0,0,100,0,77.67300623,58.62286002,69.09227307,95.87127354,0,0,0
-118.4520035,34.2458992,449,20310.77,56442,0.109597033,4.63,9,65.77463023,1.290826321,34.75159146,35.53,53.68,10.78,7.46,0.9,76.73,21.54,16.26,48.89917438,5.35,82.85,11.81,0,76.58622343,59.54179255,69.09227307,46.68828739,0,0,0
-118.4459991,34.2372017,743,20227.15,46445,0.126018731,3.43,9,65.79422302,1.279338479,28.60357473,21.11,66.73,12.16,12.75,2.04,58.06,22.35,63.93,50.91318489,9.69,72.55,17.77,8.344549125,75.13185233,60.96424975,69.09227307,57.05376076,0,0,0
-118.4469986,34.240799,761,41507.62,38750,0.084586878,4.61,9,65.78800201,1.277924895,34.43763017,30.82,64.97,4.22,0.91,2.56,80.4,18.68,48.75,90.65549162,6.44,89.35,4.2,1.051248357,75.75515423,60.62437059,69.09227307,46.03966571,0,0,0
-118.4520035,34.2296982,840,65399.58,27167,0.05347129,4.16,9,65.76066208,1.293669343,38.4666561,39.49,60.22,0.29,0.43,4.15,94.37,18.53,96.79,96.05954466,4.05,72.62,23.34,0,74.23685472,61.46777442,69.09227307,38.29362604,0,0,0
-118.5319977,34.2247009,1030,13013.55,43227,0.271716703,3.43,9,65.61799393,1.36533761,34.29122154,24.63,66.38,8.99,18.64,5.91,58.82,32.17,76.21,23.51763823,4.66,58.45,36.89,3.106796117,76.13872463,58.52215509,69.09227307,52.68803792,78.81035027,41.97695035,0
-118.5429993,34.2258987,441,7678.783,42596,0.219826501,3.8,9,65.6388154,1.332377434,37.77885572,24.94,61.08,13.98,42.65,1.6,42.12,22.82,36.73,71.29096823,1.81,80.95,17.23,3.174603175,75.80310053,57.96827795,69.09227307,49.44492952,60.30293468,41.97695035,0
-118.5390015,34.2243996,353,8245.418,33319,0.145656659,3.24,9,65.63044061,1.338622808,37.77885572,25.48,65.69,8.83,19.57,6.41,66.44,16.09,65.16,71.29096823,1.13,79.33,19.55,22.09631728,75.80310053,57.96827795,69.09227307,49.44492952,60.30293468,41.97695035,0
-118.4810028,34.2429008,378,3019.35,90385,0.500107723,3.82,9,65.66075984,1.389863849,27.61768178,18.48,64.7,16.82,30.66,3.58,31.32,40.65,11.38,73.75531649,0,42.07,57.94,7.142857143,77.25747163,58.77391742,69.09227307,88.33728327,35.7052698,0,0
-118.4209976,34.2304001,521,11022.75,66696,0.183892358,3.88,9,65.92532695,1.16404283,41.25933753,24.52,64.68,10.8,13.71,0,55.99,25.51,17.27,98.86164623,0,44.53,55.48,5.182341651,73.24596452,61.97129909,69.09227307,94.49918922,32.3130325,48.98049645,63.94357919
-118.4169998,34.2352982,243,11029.46,52734,0.097103539,4.41,9,65.94190543,1.146432638,41.25933753,30.35,65.36,4.3,10.18,0,80.67,17.8,23.46,98.86164623,0,3.7,96.3,1.646090535,73.24596452,61.97129909,69.09227307,94.49918922,32.3130325,48.98049645,63.94357919
-118.4290009,34.2470016,279,12182.77,56621,0.130512188,5.7,9,65.88013458,1.197790384,41.28725577,29.5,69.81,0.69,2.2,4.15,93.4,33.27,37.28,36.06454841,0,16.85,83.15,0,75.88301103,60.71248741,69.09227307,98.75265062,30.87724834,48.98049645,10.40258595
-118.4209976,34.2405014,276,7392.592,65588,0.157319648,4.21,9,65.92299143,1.169087887,41.28725577,18.83,70.25,10.92,14.02,0,79.54,44.23,46.38,36.06454841,14.13,7.97,77.89,0,75.88301103,60.71248741,69.09227307,98.75265062,30.87724834,48.98049645,10.40258595
-118.4260025,34.2417984,444,12974.94,54531,0.144817659,4.23,9,65.89659119,1.188127875,41.28725577,26.4,54.55,19.05,6.97,0,81.11,40.7,22.75,36.06454841,14.64,9.69,75.68,0,75.88301103,60.71248741,69.09227307,98.75265062,30.87724834,48.98049645,10.40258595
-118.435997,34.2532997,254,11424.43,48162,0.109327147,4.92,9,65.85431798,1.222507358,41.28725577,28.74,61.25,10.01,1.92,2.56,94.64,36.19,40.55,36.06454841,12.99,40.95,46.07,0,75.88301103,60.71248741,69.09227307,98.75265062,30.87724834,48.98049645,10.40258595
-118.4380035,34.2466011,292,14189.79,67396,0.105146047,5.11,9,65.84054438,1.232111454,25.65440297,25.8,66.42,7.77,2.95,0,90.82,21.86,32.19,18.50137603,0,3.42,96.58,6.849315068,76.41042033,59.75579053,69.09227307,40.15217662,0,0,0
