x,y,Households,Population Density (Per Sq. Mile),Median Household Income (In 2010 Inflation Adjusted Dollars),Area (Land),Average Household Size,Climate Zone,Ave Max Temp,PreMax,CES 2.0 Score,% Total Population: Under 18 Years,% Total Population: 18 to 64 Years,% Total Population: 65 and Over,% Total Population: Not Hispanic or Latino: White Alone,% Total Population: Not Hispanic or Latino: Black or African American Alone,% Total Population: Hispanic or Latino,%Unemployed: 16 years and over,% Occupied Housing Units: Renter Occupied,% Low Birth Weight,%Building age: 2000 or later,%Building age: 1960-1999,%Building age: 1959 or earlier,%Vacant Housing Units,% Ozone,% PM2.5,% Drinking Water,% Traffic,% Groundwater Threats,% Imp. Water Bodies,% Solid Waste
-118.4000015,33.9617996,367,8225.894,73750,0.126673174,2.84,6,70.09028149,1.209523439,15.66477387,13.34,67.56,19.1,61.23,0,20.06,26.91,22.62,17.22541906,0,7.35,92.64,11.71662125,2.093655106,79.24219537,42.54813703,69.11562929,76.03344904,0,23.18542463
-118.2870026,33.8807983,127,14989.91,63558,0.035824104,4.23,8,70.78879547,1.120205641,67.67334749,29.8,60.89,9.31,4.66,0,90.69,31.53,69.29,74.26820115,29.13,42.52,28.34,0,0,73.275428,74.56864216,91.96706998,87.80372357,98.3820922,41.05201293
-118.2419968,33.7961998,159,3637.69,36378,0.233664789,5.35,6,70.75714874,1.1504457,44.04279929,34.94,63.76,1.29,0,0,99.41,20.59,59.12,42.39429572,0,47.8,52.2,6.289308176,0,66.20090634,22.23055764,23.56242984,76.55411802,0,91.21363503
-118.2839966,33.8893013,357,7198.94,51815,0.149049725,3.01,8,70.82162052,1.124153733,57.67298524,26.37,66.73,6.9,0.84,45.76,41.66,32.87,34.45,72.92969727,0,65.27,34.73,0,0,74.60976838,74.56864216,90.68230011,90.31240139,0,95.70966794
-118.4580002,34.3102989,513,7221.924,56940,0.273611306,3.84,9,70.75714874,1.184079289,36.00918472,30.82,54.86,14.32,13.56,3.95,78.9,24.35,33.14,51.82636978,21.05,49.71,29.24,4.093567251,86.09557296,50.98187311,69.09227307,20.46900337,50.61533607,0,0
-118.4089966,33.9688988,409,9631.357,95170,0.108603592,2.56,6,70.19110489,1.220841289,13.59699218,22.56,63.96,13.48,62.24,0,15.87,38.19,12.96,13.52264198,4.16,0,95.84,8.312958435,0,78.62537764,42.54813703,23.58737682,16.58251814,0,0
-118.4309998,33.9612007,408,11566.45,71538,0.069165571,1.96,6,70.21876068,1.219151855,11.22265771,9.75,73.24,17,70.75,1.62,11.12,49.73,57.35,19.90242682,2.7,88.47,8.83,13.7254902,0,77.12739174,42.54813703,64.67506549,0.710003156,99.95567376,0
-118.4120026,33.9655991,209,9034.531,112589,0.071171372,3.08,6,70.14263153,1.219735622,13.59699218,18.04,62.36,19.6,53.34,0,35.61,41.4,4.31,13.52264198,0,0,100,0,0,78.62537764,42.54813703,23.58737682,16.58251814,0,0
-118.2060013,34.0195999,682,19648.32,25288,0.126473945,3.64,8,70.75714874,1.209324241,66.18882193,37.18,54.2,8.61,0,0,94.81,21.1,92.23,67.40055041,1.03,56.88,42.08,6.011730205,38.85248522,87.61329305,74.56864216,30.94673818,79.77279899,71.63120567,69.11548634
-118.4110031,33.9728012,291,6920.464,181042,0.116466177,2.77,6,70.24377768,1.225393772,13.59699218,27.05,60.42,12.53,70.97,0,13.4,46.15,23.71,13.52264198,2.06,34.02,63.92,0,0,78.62537764,42.54813703,23.58737682,16.58251814,0,0
-118.4250031,33.9614983,443,9726.638,97841,0.111754958,2.45,6,70.14454978,1.218650579,11.22265771,20.98,73.87,5.15,63.94,2.94,15.73,28.87,31.83,19.90242682,12.87,18.51,68.63,6.320541761,0,77.12739174,42.54813703,64.67506549,0.710003156,99.95567376,0
-118.3779984,33.9752998,1502,23231.19,66014,0.125994406,1.94,6,70.53048367,1.216438174,17.3416093,11.99,84.83,3.18,30.27,43.8,5.57,31.88,94.21,36.77758319,26.36,61.98,11.65,4.127829561,5.625699217,80.90382679,42.54813703,95.5469627,36.79394131,0,27.50514252
-118.4410019,33.9595985,392,6609.492,99000,0.125425678,2.11,6,70.34026464,1.219758272,11.22265771,14.72,64.06,21.23,87.82,0,2.77,41.11,37.5,19.90242682,0,45.41,54.59,2.040816327,0,77.12739174,42.54813703,64.67506549,0.710003156,99.95567376,0
-118.4160004,33.9665985,462,11879.55,81667,0.285111746,2.1,6,70.14490509,1.224995255,13.1763807,5.46,88.99,5.55,60.88,4.9,15.06,39.24,34.2,43.65774331,6.71,17.09,76.19,3.246753247,0,78.15961732,42.54813703,63.78944742,5.269801199,99.2464539,0
-118.3919983,33.9650002,328,6851.627,117692,0.109754949,2.29,6,70.23162842,1.209480643,20.33852094,6.91,80.06,13.03,72.47,0,19.02,39.34,5.49,79.37202902,0,0,100,0,2.780885408,79.78348439,42.54813703,84.96943994,45.70842537,0,23.18542463
-118.3889999,33.9678001,628,10331.31,106786,0.156708062,2.58,6,70.32633972,1.211582422,20.33852094,17.85,72.64,9.51,68.75,5.93,12.54,40.66,39.97,79.37202902,0,7.33,92.68,0,2.780885408,79.78348439,42.54813703,84.96943994,45.70842537,0,23.18542463
-118.387001,33.9714012,369,6838.261,126971,0.152962871,2.83,6,70.38987732,1.212968826,20.33852094,14.53,52.39,33.08,62.52,1.53,24.28,43.87,0,79.37202902,4.34,0,95.66,11.92411924,2.780885408,79.78348439,42.54813703,84.96943994,45.70842537,0,23.18542463
-118.177002,34.0657005,618,11515.77,43864,0.182792739,3.41,9,70.75714874,1.184556365,52.44533872,21.14,73.21,5.65,5.84,0.38,89.22,28.18,61,90.54290718,0,40.29,59.71,8.252427184,52.13361036,85.58660624,27.71942986,83.60982911,96.02398233,0,40.49368205
-118.4690018,34.2711983,335,3988.882,41118,0.206072769,2.45,9,70.78870201,1.204367399,41.62068919,20.07,45.26,34.67,43.8,0,54.87,13.21,10.15,37.19039279,0,68.36,31.64,4.47761194,81.87629855,54.85901309,69.09227307,95.48459524,0,0,90.9491625
-118.461998,34.2785988,381,1911.338,54792,0.838679561,3.58,9,70.75994649,1.197550535,41.62068919,17.34,61.95,20.71,21.52,0.75,73.74,34.13,12.86,37.19039279,0,29.39,70.6,6.824146982,81.87629855,54.85901309,69.09227307,95.48459524,0,0,90.9491625
-118.4649963,34.3087997,497,3871.602,43047,0.439611303,3.39,9,70.75714874,1.188755035,36.00918472,20.68,67.16,12.16,12.34,0.94,86.72,14.32,16.3,51.82636978,5.43,65.8,28.77,5.23138833,86.09557296,50.98187311,69.09227307,20.46900337,50.61533607,0,0
-118.3099976,33.7342987,249,8138.935,123917,0.110702443,3.61,6,70.75714874,1.159064174,12.77674242,27.75,71.25,1,56.16,1.78,23.86,15.52,44.18,22.20415311,0,23.69,76.3,14.0562249,0,61.3796576,22.23055764,22.45228889,5.269801199,0,0
-118.3059998,33.7262001,331,9315.711,76250,0.081689954,2.3,6,70.75714874,1.159070134,10.9778109,17.08,52.83,30.09,55.45,1.97,40.47,49.07,18.43,11.54615962,0,6.95,93.05,0,0,59.10120846,22.23055764,17.64999376,15.52540234,41.97695035,0
-118.3239975,33.7228012,1060,4836.157,100500,0.4580083,2.08,6,70.75714874,1.159095883,12.40011694,10.74,58.24,31.02,73.77,1.63,14.45,42.55,15.09,65.93695271,4.06,55.38,40.57,6.509433962,0,60.46072508,22.23055764,22.77659973,15.52540234,48.98049645,0
-118.3040009,33.7328987,565,8639.578,59255,0.11933453,1.78,6,70.75714874,1.159000039,12.77674242,13.87,69.35,16.78,59.94,1.36,35.21,39.93,56.46,22.20415311,0,22.83,77.17,33.09734513,0,61.3796576,22.23055764,22.45228889,5.269801199,0,0
-118.4680023,34.3023987,567,8379.893,52159,0.246184538,3.62,9,70.75714874,1.194973707,46.34855449,35.48,51.48,13.04,6.98,0.29,87.64,24.83,51.85,24.3057293,3.53,76.19,20.28,9.700176367,85.87182356,51.06998993,69.09227307,96.53236872,42.50552225,0,71.76021158
-118.288002,33.8834991,426,16230.45,37588,0.090508914,3.39,8,70.813591,1.120552421,57.67298524,34.72,60.31,4.97,1.84,7.08,77.26,8.95,86.62,72.92969727,0.47,43.89,55.64,8.685446009,0,74.60976838,74.56864216,90.68230011,90.31240139,0,95.70966794
-118.2860031,33.9017982,335,4034.524,68105,0.299911428,3.61,8,70.88899028,1.129876018,55.09178134,23.72,67.85,8.43,5.45,16.78,67.02,28.42,8.96,89.24193145,1.19,13.73,85.08,0,0,76.52316213,74.56864216,92.60321816,87.89839066,0,93.77020276
-118.3590012,34.1666985,454,14745.29,35568,0.087214304,2.58,9,70.84344155,0.947803795,41.34583465,22.71,58.94,18.35,48.29,3.81,39.19,21.24,73.57,84.47585689,12.56,44.94,42.52,0,62.10644079,68.1898288,69.09227307,32.74292129,96.49731777,0,69.11548634
-118.2900009,33.8997002,213,8293.46,42422,0.070416929,2.74,8,70.91479301,1.123944044,55.09178134,14.21,69.86,15.92,5.65,9.76,60.62,23.1,19.72,89.24193145,10.8,0,89.21,0,0,76.52316213,74.56864216,92.60321816,87.89839066,0,93.77020276
-118.2870026,33.9127998,644,8543.707,31466,0.270725579,3.59,8,70.9476916,1.133895516,56.05335669,37.05,57.72,5.23,0.13,24.64,66.97,22.7,67.86,93.60770578,4.19,42.39,53.42,1.552795031,0.974908103,78.10926485,74.56864216,87.97555195,69.73808772,0,60.94622392
-118.2979965,34.0091019,335,24575.38,27629,0.059856648,4.28,8,70.66053009,1.26865983,47.78094188,34.6,57.99,7.41,0,20.05,79.95,31.16,71.04,94.03302477,0,26.27,73.74,19.70149254,27.34537318,85.02014099,74.56864216,55.79393788,0,0,0
-118.375,34.1702995,1056,16960.07,44750,0.12871411,2.05,9,70.84492779,0.958558083,41.34583465,11.04,87.27,1.69,40.86,11.68,45.85,11,98.48,84.47585689,50,31.63,18.38,15.15151515,62.10644079,68.1898288,69.09227307,32.74292129,96.49731777,0,69.11548634
-118.2890015,33.9201012,516,10277.31,35833,0.132816832,2.65,8,70.98801708,1.138504386,39.33317991,27.25,66.01,6.74,0,76.41,19.27,44.08,63.95,36.7025269,0,44.96,55.04,5.03875969,2.748921208,78.97784491,63.97849462,87.42671822,54.08646261,0,82.19218337
-118.3830032,33.9561996,964,16407.08,56607,0.146765931,2.5,6,70.27085622,1.194820166,26.98165816,23.21,69.98,6.81,14.37,36.13,29.61,35.83,84.54,72.16662497,7.78,48.65,43.57,10.58091286,0,79.50654582,42.54813703,50.18086566,91.19596087,0,23.18542463
-118.3740005,34.1666985,1243,14795.77,30096,0.144095262,1.72,9,70.83258896,0.968058467,39.86746396,6.61,78.8,14.59,50.19,8.72,27.91,33.36,100,86.3522642,51.48,35.64,12.88,4.585679807,61.24340738,68.30312185,69.09227307,45.6529874,93.48374882,0,69.11548634
-118.3040009,33.8111992,1057,8968.578,72969,0.32625016,2.68,6,70.75714874,1.143290043,20.24289266,17.7,64.32,17.98,30.14,3.73,19.99,34.05,22.8,22.80460345,0,97.63,2.36,3.595080416,0,68.06394763,22.23055764,68.95347387,0,0,39.28886277
-118.2850037,33.9201012,626,14819.83,42341,0.141836951,3.36,8,70.92801581,1.141445518,39.33317991,33.06,56.95,9.99,0,58.47,37.54,32.02,69.49,36.7025269,14.86,40.42,44.73,14.85623003,2.748921208,78.97784491,63.97849462,87.42671822,54.08646261,0,82.19218337
-118.3820038,33.9632988,429,7575.75,72813,0.163284154,2.86,6,70.35506287,1.203187227,29.68563531,18.59,64.67,16.73,50.04,0.32,37.27,38.1,25.87,66.86264699,2.1,14.92,82.99,0,3.068563209,80.2366566,42.54813703,87.04003992,88.18239192,0,58.44842786
-118.375,33.9662018,304,3996.203,93929,0.191681969,2.52,6,70.51552817,1.206065774,29.68563531,29.63,59,11.36,62.66,0,25.72,51.37,10.86,66.86264699,0,7.89,92.11,15.46052632,3.068563209,80.2366566,42.54813703,87.04003992,88.18239192,0,58.44842786
-118.3980026,33.9749985,250,8132.724,250001,0.089637867,2.92,6,70.34974925,1.221542478,15.66477387,23.59,57.34,19.07,84.5,0,4.25,43.5,0,17.22541906,0,0,100,5.6,2.093655106,79.24219537,42.54813703,69.11562929,76.03344904,0,23.18542463
-118.401001,33.9771004,479,3390.954,138463,0.325277183,2.3,6,70.35967857,1.226199389,15.66477387,13.78,62.74,23.48,74.89,3.72,3.81,56.19,25.89,17.22541906,5.85,34.24,59.91,6.471816284,2.093655106,79.24219537,42.54813703,69.11562929,76.03344904,0,23.18542463
-118.4000015,33.9669991,514,6729.467,165142,0.208931856,2.74,6,70.19594683,1.216361523,15.66477387,33.21,53.06,13.73,78.66,0,9.89,32.52,12.84,17.22541906,0,9.53,90.46,8.171206226,2.093655106,79.24219537,42.54813703,69.11562929,76.03344904,0,23.18542463
-118.2939987,33.7504997,315,9018.07,39886,0.11598934,3.32,6,70.75714874,1.158423424,44.13617686,29.16,56.4,14.44,24.19,17.02,53.35,33.33,49.21,71.5911934,0,57.46,42.54,0,0,62.33635448,22.23055764,61.38206312,70.2903124,76.52925532,37.87834264
-118.4329987,34.1834984,558,13772.51,45636,0.108404363,2.68,9,70.80612055,1.113535166,31.8462141,22.57,71.8,5.63,34.63,5.36,45.34,37.43,72.58,74.06805104,3.05,47.67,49.29,4.838709677,63.40099089,65.3449144,69.09227307,58.28863665,15.52540234,0,0
-118.4530029,34.1820984,599,21133.97,34125,0.107693935,3.8,9,70.94316673,1.174923301,44.53958337,24.12,73.68,2.2,5.05,2.59,90.29,23.58,94.49,84.17563172,28.55,54.42,17.03,11.01836394,63.67268659,64.84138973,69.09227307,39.1917176,40.24929,0,76.90273288
-118.4550018,34.1851997,646,44436.96,29679,0.052118774,3.59,9,70.98595428,1.176142812,51.99515528,27.85,71.41,0.73,8.81,0.73,85.28,21.17,100,92.10657993,1.55,51.08,47.36,6.191950464,64.04027489,64.52668681,69.09227307,61.66895347,65.30451246,71.63120567,91.53687922
-118.3010025,34.2636986,372,12269.48,99519,0.102856847,3.39,9,70.75714874,1.049906611,19.87614813,20.36,75.28,4.36,71.47,0,11.73,52.72,12.63,66.37478109,7.8,22.31,69.89,8.064516129,75.49944063,61.40483384,69.09227307,9.504802295,0,0,0
-118.3479996,34.2776985,712,1561.434,74955,1.591486138,3.37,16,70.75715716,1.058598518,30.67808896,22.41,65.19,12.39,47.61,0.48,39.76,48.67,25,66.04953715,0,55.48,44.53,5.196629213,76.80997283,59.27744209,61.05276319,81.96332793,0,0,69.11548634
-118.3330002,34.2686996,840,2297.479,92948,1.073350533,2.94,16,70.75785529,1.039702296,30.67808896,18.21,65.65,16.14,50.69,2.07,33.01,45.97,18.1,66.04953715,3.57,53.45,42.97,5.119047619,76.80997283,59.27744209,61.05276319,81.96332793,0,0,69.11548634
-118.4110031,34.3028984,853,3183.142,89489,1.037653842,3.71,9,70.75714874,1.143992186,28.90915263,32.21,56.65,11.14,21.13,1.82,55.53,37.48,3.4,46.91018264,38.34,37.4,24.27,0,83.69825795,52.64350453,60.25256314,78.54559062,39.42884191,0,24.03761387
-118.4530029,34.2677002,306,5453.861,68750,0.202975458,3.58,9,70.76979124,1.183446407,32.78139618,18.97,70.65,10.39,11.83,4.7,71.54,32.88,37.58,84.37578184,10.78,34.64,54.58,2.941176471,80.46987374,56.26888218,69.09227307,94.5366097,0,0,0
-118.4290009,34.3046989,1173,13827.71,43770,0.277920207,3.22,9,70.75714874,1.154812574,40.14158159,30.76,61.98,7.26,10.9,7.42,73.02,27.38,53.62,89.6922692,6.82,60.61,32.57,5.285592498,84.06584625,52.58056395,69.09227307,79.91767494,0,0,10.40258595
-118.5070038,34.2849998,334,5608.531,57167,0.183827107,2.99,9,70.757164,1.222757101,27.66806902,16.59,66.83,16.59,66.93,2.81,16.2,39.57,14.37,70.35276457,0,75.45,24.55,0,83.85807895,51.97633434,69.09227307,79.40626169,0,15.11524823,0
-118.1809998,34.0834007,802,24332.51,44808,0.130237283,3.95,9,70.75714874,1.181084514,29.83162352,27.3,63.36,9.34,4.04,5.11,79.99,23.27,48.88,2.239179385,0,60.23,39.78,4.613466334,53.25235736,83.27039275,27.71942986,56.30535113,21.48942884,0,0
-118.4520035,34.2705002,323,8119.463,54464,0.140649686,3.52,9,70.76303768,1.179278135,32.78139618,25.57,56.31,18.13,9.72,2.71,69.61,36.07,28.17,84.37578184,0,46.13,53.87,2.476780186,80.46987374,56.26888218,69.09227307,94.5366097,0,0,0
-118.4219971,34.2977982,354,15843.57,51346,0.112474652,5.03,9,70.75714874,1.137883544,40.14158159,33.84,65.26,0.9,1.46,0.45,98.09,20.38,58.76,89.6922692,2.82,26.84,70.33,9.039548023,84.06584625,52.58056395,69.09227307,79.91767494,0,0,10.40258595
-118.2480011,33.7921982,248,21628.64,45900,0.054696006,4.77,6,70.75714874,1.150438786,44.04279929,36.86,62.39,0.76,0,6.59,92.14,20.99,60.89,42.39429572,0,22.59,77.42,4.032258065,0,66.20090634,22.23055764,23.56242984,76.55411802,0,91.21363503
-118.3040009,33.803299,952,9805.687,102440,0.294522986,3.01,6,70.75714874,1.146540284,25.50680194,17.14,68.98,13.89,27.7,2.91,30.68,36.37,11.76,56.70502877,21.01,54.84,24.16,0,0,67.33383686,31.93298325,50.99164276,0.142000631,41.97695035,39.28886277
-118.2689972,34.1030998,439,7711.146,77813,0.126440354,2.22,9,70.75714874,1.196715474,28.72609922,15.28,66.46,18.26,72.62,2.26,6.26,45.65,28.02,35.81436077,0,10.25,89.75,16.40091116,51.28655905,77.37915408,74.56864216,16.9764251,27.62701168,55.4964539,14.1933588
-118.2979965,34.0681,621,109528.1,36417,0.01837885,3.24,9,70.71861076,1.241389632,34.58408615,32.14,65.58,2.29,4.22,4.87,66.77,22.37,98.71,6.742556918,0,52.66,47.34,16.74718196,40.22694582,80.19889225,74.56864216,49.41998254,36.79394131,0,0
-118.3720016,34.0782013,551,7039.376,109063,0.177146381,2.26,9,70.75714874,1.190374732,21.78581053,20.53,61.75,17.72,83.64,1.2,4.73,45.49,26.13,30.7105329,0.73,7.99,91.29,2.540834846,37.27025731,75.31470292,74.56864216,59.5983535,63.12716945,0,37.87834264
-118.2649994,34.1002998,257,4718.302,22431,0.158319652,2.01,9,70.75713348,1.204684138,28.72609922,9.64,60.38,29.99,63.45,6.83,15.53,27.66,49.81,35.81436077,0,18.67,81.32,0,51.28655905,77.37915408,74.56864216,16.9764251,27.62701168,55.4964539,14.1933588
-118.3259964,34.0644989,337,5874.929,157250,0.14961884,2.61,9,70.72949886,1.239273787,23.58899874,20.48,65.98,13.54,54.27,2.62,1.48,36.79,13.06,70.79059294,16.91,13.36,69.73,0,37.31820361,78.60020141,74.56864216,56.55482101,57.93625749,0,0
-118.2939987,34.0777016,779,53221.82,39665,0.042670468,2.92,9,70.73278427,1.227382541,47.57482012,22.55,75.87,1.59,5.2,1.5,59,17.96,100,40.36777583,2.95,51.86,45.19,3.465982028,43.31149113,79.16666667,74.56864216,82.36247973,35.7052698,0,37.87834264
-118.3899994,34.0948982,464,3631.673,141786,0.327121979,2.56,9,70.75714874,1.163454056,12.88639798,15.24,64.14,20.62,79.38,4.8,2.44,51.73,21.98,22.01651238,11.42,20.04,68.54,23.49137931,43.50327633,72.20543807,64.00350088,28.4769864,35.97349322,0,0
-118.288002,34.0814018,805,17360.39,28578,0.125227607,2.7,9,70.74070358,1.224784732,55.0721694,22.68,65.5,11.82,7.41,4.74,60.12,29.19,79.88,95.12134101,3.23,58.14,38.63,9.565217391,44.74988013,79.1918429,74.56864216,95.3473868,75.76522562,0,37.87834264
-118.3769989,34.162899,1151,40034.46,42378,0.052155068,1.81,9,70.8155098,0.977896631,25.86384225,11.69,81.71,6.61,34.87,9.2,33.81,23.43,96.87,12.40930698,13.55,71.6,14.85,4.691572546,59.83698258,68.52970796,69.09227307,48.67157291,79.47301988,63.56382979,42.9033206
-118.3759995,34.1595993,691,22406.21,62043,0.063509175,2.06,9,70.80879974,0.982919395,22.18332468,9.49,90.52,0,65.71,4.15,23.4,33.88,96.67,47.86089567,14.62,45.01,40.38,2.894356006,58.22279047,68.86958711,69.09227307,94.19982537,32.72325655,63.56382979,40.61122539
-118.4440002,34.2029991,1167,33794.78,36379,0.125551933,3.62,9,70.9547863,1.156053543,40.71818814,34.13,61.91,3.96,19.02,5,56.75,14.92,70.61,93.64523393,0,76.69,23.3,1.970865467,68.57919131,63.34340383,69.09227307,54.69627043,0,0,0
-118.4769974,34.1957016,444,19904.16,34222,0.0727486,3.26,9,71.34065374,1.242240667,33.63658928,35.98,61.81,2.21,33.43,9.81,55.66,27.39,82.66,4.691018264,0,56.53,43.47,0,68.1157104,63.07905337,69.09227307,87.55145316,0,0,0
-118.4800034,34.1992989,1114,16295.49,27115,0.167776453,2.45,9,71.42857806,1.259827018,41.64000006,24.1,55.6,20.3,36.5,10.57,36.06,24.5,79.98,38.59144358,5.03,59.96,35.01,9.87432675,69.05865431,62.8021148,69.09227307,87.93813147,0,0,0
-118.4840012,34.1915016,894,34862.41,31585,0.081520455,3.18,9,71.33735466,1.250330687,44.89650981,29.98,67.84,2.18,4.57,7.11,74.28,29,87.92,65.66174631,6.82,77.86,15.33,3.467561521,67.0289276,63.30563948,69.09227307,38.03168267,10.03471127,76.52925532,0
-118.4769974,34.1884995,351,11339.17,66027,0.088454464,2.86,9,71.25288773,1.238610983,40.86782092,23.33,73.19,3.49,40.48,0,51.45,45.56,60.4,49.59969977,3.7,26.21,70.09,0,66.6293751,63.58257805,69.09227307,96.63215667,5.269801199,63.56382979,0
