rchid,type,parmname,value1
6798,1,BP,0.000000000000e+000
6800,-1,USIF,0.000000000000e+000
6800,-2,LUIF,2.490960299134e+007
6800,-1,USBP,0.000000000000e+000
6800,-2,LUBP,0.000000000000e+000
6800,-3,PSIF,0.000000000000e+000
6800,-4,PSWD,0.000000000000e+000
6800,-4,PSDT,0.000000000000e+000
6800,0,IVOL,2.490960299134e+007
6800,1,RO,2.490960299134e+007
6800,1,BP,0.000000000000e+000
6803,-1,USIF,0.000000000000e+000
6803,-2,LUIF,5.017149927708e+007
6803,-1,USBP,0.000000000000e+000
6803,-2,LUBP,0.000000000000e+000
6803,-3,PSIF,0.000000000000e+000
6803,-4,PSWD,0.000000000000e+000
6803,-4,PSDT,0.000000000000e+000
6803,0,IVOL,5.017149927708e+007
6803,1,RO,5.017149927708e+007
6803,1,BP,0.000000000000e+000
6805,-1,USIF,0.000000000000e+000
6805,-2,LUIF,3.388861487962e+007
6805,-1,USBP,0.000000000000e+000
6805,-2,LUBP,0.000000000000e+000
6805,-3,PSIF,0.000000000000e+000
6805,-4,PSWD,0.000000000000e+000
6805,-4,PSDT,0.000000000000e+000
6805,0,IVOL,3.388861487962e+007
6805,1,RO,3.388861487962e+007
6805,1,BP,0.000000000000e+000
6807,-1,USIF,0.000000000000e+000
6807,-2,LUIF,4.846637603918e+007
6807,-1,USBP,0.000000000000e+000
6807,-2,LUBP,0.000000000000e+000
6807,-3,PSIF,0.000000000000e+000
6807,-4,PSWD,0.000000000000e+000
6807,-4,PSDT,0.000000000000e+000
6807,0,IVOL,4.846637603918e+007
6807,1,RO,4.846637603918e+007
6807,1,BP,0.000000000000e+000
6808,-1,USIF,0.000000000000e+000
6808,-2,LUIF,1.818437789754e+007
6808,-1,USBP,0.000000000000e+000
6808,-2,LUBP,0.000000000000e+000
6808,-3,PSIF,0.000000000000e+000
6808,-4,PSWD,0.000000000000e+000
6808,-4,PSDT,0.000000000000e+000
6808,0,IVOL,1.818437789754e+007
6808,1,RO,1.818437789754e+007
6808,1,BP,0.000000000000e+000
6810,-1,USIF,0.000000000000e+000
6810,-2,LUIF,5.985275698583e+006
6810,-1,USBP,0.000000000000e+000
6810,-2,LUBP,0.000000000000e+000
6810,-3,PSIF,0.000000000000e+000
6810,-4,PSWD,0.000000000000e+000
6810,-4,PSDT,0.000000000000e+000
6810,0,IVOL,5.985275698583e+006
6810,1,RO,5.985275698583e+006
6810,1,BP,0.000000000000e+000
6812,-1,USIF,0.000000000000e+000
6812,-2,LUIF,3.538226593305e+007
6812,-1,USBP,0.000000000000e+000
6812,-2,LUBP,0.000000000000e+000
6812,-3,PSIF,0.000000000000e+000
6812,-4,PSWD,0.000000000000e+000
6812,-4,PSDT,0.000000000000e+000
6812,0,IVOL,3.538226593305e+007
6812,1,RO,3.538226593305e+007
6812,1,BP,0.000000000000e+000
6813,-1,USIF,0.000000000000e+000
6813,-2,LUIF,6.620531738663e+006
6813,-1,USBP,0.000000000000e+000
6813,-2,LUBP,0.000000000000e+000
6813,-3,PSIF,0.000000000000e+000
6813,-4,PSWD,0.000000000000e+000
6813,-4,PSDT,0.000000000000e+000
6813,0,IVOL,6.620531738663e+006
6813,1,RO,6.620531738663e+006
6813,1,BP,0.000000000000e+000
6815,-1,USIF,0.000000000000e+000
6815,-2,LUIF,2.185624243639e+007
6815,-1,USBP,0.000000000000e+000
6815,-2,LUBP,0.000000000000e+000
6815,-3,PSIF,0.000000000000e+000
6815,-4,PSWD,0.000000000000e+000
6815,-4,PSDT,0.000000000000e+000
6815,0,IVOL,2.185624243639e+007
6815,1,RO,2.185624243639e+007
6815,1,BP,0.000000000000e+000
6817,-1,USIF,0.000000000000e+000
6817,-2,LUIF,1.424648900701e+007
6817,-1,USBP,0.000000000000e+000
6817,-2,LUBP,0.000000000000e+000
6817,-3,PSIF,0.000000000000e+000
6817,-4,PSWD,0.000000000000e+000
6817,-4,PSDT,0.000000000000e+000
6817,0,IVOL,1.424648900701e+007
6817,1,RO,1.424648900701e+007
6817,1,BP,0.000000000000e+000
6819,-1,USIF,0.000000000000e+000
6819,-2,LUIF,1.892410936335e+008
6819,-1,USBP,0.000000000000e+000
6819,-2,LUBP,0.000000000000e+000
6819,-3,PSIF,0.000000000000e+000
6819,-4,PSWD,0.000000000000e+000
6819,-4,PSDT,0.000000000000e+000
6819,0,IVOL,1.892410936335e+008
6819,1,RO,1.892410936335e+008
6819,1,BP,0.000000000000e+000
6822,-1,USIF,0.000000000000e+000
6822,-2,LUIF,2.534984554510e+007
6822,-1,USBP,0.000000000000e+000
6822,-2,LUBP,0.000000000000e+000
6822,-3,PSIF,0.000000000000e+000
6822,-4,PSWD,0.000000000000e+000
6822,-4,PSDT,0.000000000000e+000
6822,0,IVOL,2.534984554510e+007
6822,1,RO,2.534984554510e+007
6822,1,BP,0.000000000000e+000
6823,-1,USIF,0.000000000000e+000
6823,-2,LUIF,5.566068024207e+007
6823,-1,USBP,0.000000000000e+000
6823,-2,LUBP,0.000000000000e+000
6823,-3,PSIF,0.000000000000e+000
6823,-4,PSWD,0.000000000000e+000
6823,-4,PSDT,0.000000000000e+000
6823,0,IVOL,5.566068024207e+007
6823,1,RO,5.566068024207e+007
6823,1,BP,0.000000000000e+000
6825,-1,USIF,0.000000000000e+000
6825,-2,LUIF,1.895146388527e+007
6825,-1,USBP,0.000000000000e+000
6825,-2,LUBP,0.000000000000e+000
6825,-3,PSIF,0.000000000000e+000
6825,-4,PSWD,0.000000000000e+000
6825,-4,PSDT,0.000000000000e+000
6825,0,IVOL,1.895146388527e+007
6825,1,RO,1.895146388527e+007
6825,1,BP,0.000000000000e+000
6827,-1,USIF,0.000000000000e+000
6827,-2,LUIF,1.671334219169e+007
6827,-1,USBP,0.000000000000e+000
6827,-2,LUBP,0.000000000000e+000
6827,-3,PSIF,0.000000000000e+000
6827,-4,PSWD,0.000000000000e+000
6827,-4,PSDT,0.000000000000e+000
6827,0,IVOL,1.671334219169e+007
6827,1,RO,1.671334219169e+007
6827,1,BP,0.000000000000e+000
6828,-1,USIF,0.000000000000e+000
6828,-2,LUIF,8.165758814296e+006
6828,-1,USBP,0.000000000000e+000
6828,-2,LUBP,0.000000000000e+000
6828,-3,PSIF,0.000000000000e+000
6828,-4,PSWD,0.000000000000e+000
6828,-4,PSDT,0.000000000000e+000
6828,0,IVOL,8.165758814296e+006
6828,1,RO,8.165758814296e+006
6828,1,BP,0.000000000000e+000
6830,-1,USIF,0.000000000000e+000
6830,-2,LUIF,2.274389899394e+007
6830,-1,USBP,0.000000000000e+000
6830,-2,LUBP,0.000000000000e+000
6830,-3,PSIF,0.000000000000e+000
6830,-4,PSWD,0.000000000000e+000
6830,-4,PSDT,0.000000000000e+000
6830,0,IVOL,2.274389899394e+007
6830,1,RO,2.274389899394e+007
6830,1,BP,0.000000000000e+000
6832,-1,USIF,0.000000000000e+000
6832,-2,LUIF,3.572390867147e+006
6832,-1,USBP,0.000000000000e+000
6832,-2,LUBP,0.000000000000e+000
6832,-3,PSIF,0.000000000000e+000
6832,-4,PSWD,0.000000000000e+000
6832,-4,PSDT,0.000000000000e+000
6832,0,IVOL,3.572390867147e+006
6832,1,RO,3.572390867147e+006
6832,1,BP,0.000000000000e+000
6833,-1,USIF,0.000000000000e+000
6833,-2,LUIF,4.356869971073e+006
6833,-1,USBP,0.000000000000e+000
6833,-2,LUBP,0.000000000000e+000
6833,-3,PSIF,0.000000000000e+000
6833,-4,PSWD,0.000000000000e+000
6833,-4,PSDT,0.000000000000e+000
6833,0,IVOL,4.356869971073e+006
6833,1,RO,4.356869971073e+006
6833,1,BP,0.000000000000e+000
6835,-1,USIF,0.000000000000e+000
6835,-2,LUIF,3.969926695946e+006
6835,-1,USBP,0.000000000000e+000
6835,-2,LUBP,0.000000000000e+000
6835,-3,PSIF,0.000000000000e+000
6835,-4,PSWD,0.000000000000e+000
6835,-4,PSDT,0.000000000000e+000
6835,0,IVOL,3.969926695946e+006
6835,1,RO,3.969926695946e+006
6835,1,BP,0.000000000000e+000
6837,-1,USIF,0.000000000000e+000
6837,-2,LUIF,6.837141004336e+006
6837,-1,USBP,0.000000000000e+000
6837,-2,LUBP,0.000000000000e+000
6837,-3,PSIF,0.000000000000e+000
6837,-4,PSWD,0.000000000000e+000
6837,-4,PSDT,0.000000000000e+000
6837,0,IVOL,6.837141004336e+006
6837,1,RO,6.837141004336e+006
6837,1,BP,0.000000000000e+000
6839,-1,USIF,0.000000000000e+000
6839,-2,LUIF,2.504875021377e+007
6839,-1,USBP,0.000000000000e+000
6839,-2,LUBP,0.000000000000e+000
6839,-3,PSIF,0.000000000000e+000
6839,-4,PSWD,0.000000000000e+000
6839,-4,PSDT,0.000000000000e+000
6839,0,IVOL,2.504875021377e+007
6839,1,RO,2.504875021377e+007
6839,1,BP,0.000000000000e+000
6840,-1,USIF,0.000000000000e+000
6840,-2,LUIF,1.844122446860e+006
6840,-1,USBP,0.000000000000e+000
6840,-2,LUBP,0.000000000000e+000
6840,-3,PSIF,0.000000000000e+000
6840,-4,PSWD,0.000000000000e+000
6840,-4,PSDT,0.000000000000e+000
6840,0,IVOL,1.844122446860e+006
6840,1,RO,1.844122446860e+006
6840,1,BP,0.000000000000e+000
6842,-1,USIF,0.000000000000e+000
6842,-2,LUIF,1.071816967544e+007
6842,-1,USBP,0.000000000000e+000
6842,-2,LUBP,0.000000000000e+000
6842,-3,PSIF,0.000000000000e+000
6842,-4,PSWD,0.000000000000e+000
6842,-4,PSDT,0.000000000000e+000
6842,0,IVOL,1.071816967544e+007
6842,1,RO,1.071816967544e+007
6842,1,BP,0.000000000000e+000
6844,-1,USIF,0.000000000000e+000
6844,-2,LUIF,2.228336715864e+007
6844,-1,USBP,0.000000000000e+000
6844,-2,LUBP,0.000000000000e+000
6844,-3,PSIF,0.000000000000e+000
6844,-4,PSWD,0.000000000000e+000
6844,-4,PSDT,0.000000000000e+000
6844,0,IVOL,2.228336715864e+007
6844,1,RO,2.228336715864e+007
6844,1,BP,0.000000000000e+000
6845,-1,USIF,0.000000000000e+000
6845,-2,LUIF,9.527931971398e+006
6845,-1,USBP,0.000000000000e+000
6845,-2,LUBP,0.000000000000e+000
6845,-3,PSIF,0.000000000000e+000
6845,-4,PSWD,0.000000000000e+000
6845,-4,PSDT,0.000000000000e+000
6845,0,IVOL,9.527931971398e+006
6845,1,RO,9.527931971398e+006
6845,1,BP,0.000000000000e+000
6847,-1,USIF,0.000000000000e+000
6847,-2,LUIF,3.811367752597e+006
6847,-1,USBP,0.000000000000e+000
6847,-2,LUBP,0.000000000000e+000
6847,-3,PSIF,0.000000000000e+000
6847,-4,PSWD,0.000000000000e+000
6847,-4,PSDT,0.000000000000e+000
6847,0,IVOL,3.811367752597e+006
6847,1,RO,3.811367752597e+006
6847,1,BP,0.000000000000e+000
6849,-1,USIF,0.000000000000e+000
6849,-2,LUIF,1.239520763291e+007
6849,-1,USBP,0.000000000000e+000
6849,-2,LUBP,0.000000000000e+000
6849,-3,PSIF,0.000000000000e+000
6849,-4,PSWD,0.000000000000e+000
6849,-4,PSDT,0.000000000000e+000
6849,0,IVOL,1.239520763291e+007
6849,1,RO,1.239520763291e+007
6849,1,BP,0.000000000000e+000
6851,-1,USIF,0.000000000000e+000
6851,-2,LUIF,1.921407387490e+007
6851,-1,USBP,0.000000000000e+000
6851,-2,LUBP,0.000000000000e+000
6851,-3,PSIF,0.000000000000e+000
6851,-4,PSWD,0.000000000000e+000
6851,-4,PSDT,0.000000000000e+000
6851,0,IVOL,1.921407387490e+007
6851,1,RO,1.921407387490e+007
6851,1,BP,0.000000000000e+000
6854,-1,USIF,0.000000000000e+000
6854,-2,LUIF,1.940433327923e+006
6854,-1,USBP,0.000000000000e+000
6854,-2,LUBP,0.000000000000e+000
6854,-3,PSIF,0.000000000000e+000
6854,-4,PSWD,0.000000000000e+000
6854,-4,PSDT,0.000000000000e+000
6854,0,IVOL,1.940433327923e+006
6854,1,RO,1.940433327923e+006
6854,1,BP,0.000000000000e+000
6856,-1,USIF,0.000000000000e+000
6856,-2,LUIF,2.214346577496e+007
6856,-1,USBP,0.000000000000e+000
6856,-2,LUBP,0.000000000000e+000
6856,-3,PSIF,0.000000000000e+000
6856,-4,PSWD,0.000000000000e+000
6856,-4,PSDT,0.000000000000e+000
6856,0,IVOL,2.214346577496e+007
6856,1,RO,2.240545076280e+007
6856,1,BP,0.000000000000e+000
6857,-1,USIF,0.000000000000e+000
6857,-2,LUIF,2.165129271724e+007
6857,-1,USBP,0.000000000000e+000
6857,-2,LUBP,0.000000000000e+000
6857,-3,PSIF,0.000000000000e+000
6857,-4,PSWD,0.000000000000e+000
6857,-4,PSDT,0.000000000000e+000
6857,0,IVOL,2.165129271724e+007
6857,1,RO,2.165129271724e+007
6857,1,BP,0.000000000000e+000
6859,-1,USIF,0.000000000000e+000
6859,-2,LUIF,2.199876372061e+007
6859,-1,USBP,0.000000000000e+000
6859,-2,LUBP,0.000000000000e+000
6859,-3,PSIF,0.000000000000e+000
6859,-4,PSWD,0.000000000000e+000
6859,-4,PSDT,0.000000000000e+000
6859,0,IVOL,2.199876372061e+007
6859,1,RO,2.199876372061e+007
6859,1,BP,0.000000000000e+000
6861,-1,USIF,0.000000000000e+000
6861,-2,LUIF,3.572762615034e+007
6861,-1,USBP,0.000000000000e+000
6861,-2,LUBP,0.000000000000e+000
6861,-3,PSIF,0.000000000000e+000
6861,-4,PSWD,0.000000000000e+000
6861,-4,PSDT,0.000000000000e+000
6861,0,IVOL,3.572762615034e+007
6861,1,RO,3.572762615034e+007
6861,1,BP,0.000000000000e+000
6862,-1,USIF,0.000000000000e+000
6862,-2,LUIF,6.332973243262e+006
6862,-1,USBP,0.000000000000e+000
6862,-2,LUBP,0.000000000000e+000
6862,-3,PSIF,0.000000000000e+000
6862,-4,PSWD,0.000000000000e+000
6862,-4,PSDT,0.000000000000e+000
6862,0,IVOL,6.332973243262e+006
6862,1,RO,6.332973243262e+006
6862,1,BP,0.000000000000e+000
6863,-1,USIF,0.000000000000e+000
6863,-2,LUIF,2.295826492254e+006
6863,-1,USBP,0.000000000000e+000
6863,-2,LUBP,0.000000000000e+000
6863,-3,PSIF,0.000000000000e+000
6863,-4,PSWD,0.000000000000e+000
6863,-4,PSDT,0.000000000000e+000
6863,0,IVOL,2.295826492254e+006
6863,1,RO,2.295826492254e+006
6863,1,BP,0.000000000000e+000
6865,-1,USIF,0.000000000000e+000
6865,-2,LUIF,2.749149394552e+007
6865,-1,USBP,0.000000000000e+000
6865,-2,LUBP,0.000000000000e+000
6865,-3,PSIF,0.000000000000e+000
6865,-4,PSWD,0.000000000000e+000
6865,-4,PSDT,0.000000000000e+000
6865,0,IVOL,2.749149394552e+007
6865,1,RO,2.749149394552e+007
6865,1,BP,0.000000000000e+000
6867,-1,USIF,0.000000000000e+000
6867,-2,LUIF,1.189340900104e+007
6867,-1,USBP,0.000000000000e+000
6867,-2,LUBP,0.000000000000e+000
6867,-3,PSIF,0.000000000000e+000
6867,-4,PSWD,0.000000000000e+000
6867,-4,PSDT,0.000000000000e+000
6867,0,IVOL,1.189340900104e+007
6867,1,RO,1.189340900104e+007
6867,1,BP,0.000000000000e+000
6869,-1,USIF,0.000000000000e+000
6869,-2,LUIF,2.179375804602e+007
6869,-1,USBP,0.000000000000e+000
6869,-2,LUBP,0.000000000000e+000
6869,-3,PSIF,0.000000000000e+000
6869,-4,PSWD,0.000000000000e+000
6869,-4,PSDT,0.000000000000e+000
6869,0,IVOL,2.179375804602e+007
6869,1,RO,2.179375804602e+007
6869,1,BP,0.000000000000e+000
6871,-1,USIF,0.000000000000e+000
6871,-2,LUIF,2.693976379581e+007
6871,-1,USBP,0.000000000000e+000
6871,-2,LUBP,0.000000000000e+000
6871,-3,PSIF,0.000000000000e+000
6871,-4,PSWD,0.000000000000e+000
6871,-4,PSDT,0.000000000000e+000
6871,0,IVOL,2.693976379581e+007
6871,1,RO,2.717765501986e+007
6871,1,BP,0.000000000000e+000
6872,-1,USIF,0.000000000000e+000
6872,-2,LUIF,2.181850092380e+007
6872,-1,USBP,0.000000000000e+000
6872,-2,LUBP,0.000000000000e+000
6872,-3,PSIF,0.000000000000e+000
6872,-4,PSWD,0.000000000000e+000
6872,-4,PSDT,0.000000000000e+000
6872,0,IVOL,2.181850092380e+007
6872,1,RO,2.181850092380e+007
6872,1,BP,0.000000000000e+000
6873,-1,USIF,0.000000000000e+000
6873,-2,LUIF,4.492988482728e+006
6873,-1,USBP,0.000000000000e+000
6873,-2,LUBP,0.000000000000e+000
6873,-3,PSIF,0.000000000000e+000
6873,-4,PSWD,0.000000000000e+000
6873,-4,PSDT,0.000000000000e+000
6873,0,IVOL,4.492988482728e+006
6873,1,RO,4.492988482728e+006
6873,1,BP,0.000000000000e+000
6874,-1,USIF,0.000000000000e+000
6874,-2,LUIF,3.335085051454e+006
6874,-1,USBP,0.000000000000e+000
6874,-2,LUBP,0.000000000000e+000
6874,-3,PSIF,0.000000000000e+000
6874,-4,PSWD,0.000000000000e+000
6874,-4,PSDT,0.000000000000e+000
6874,0,IVOL,3.335085051454e+006
6874,1,RO,3.335085051454e+006
6874,1,BP,0.000000000000e+000
6875,-1,USIF,0.000000000000e+000
6875,-2,LUIF,2.289613011414e+007
6875,-1,USBP,0.000000000000e+000
6875,-2,LUBP,0.000000000000e+000
6875,-3,PSIF,0.000000000000e+000
6875,-4,PSWD,0.000000000000e+000
6875,-4,PSDT,0.000000000000e+000
6875,0,IVOL,2.289613011414e+007
6875,1,RO,2.289613011414e+007
6875,1,BP,0.000000000000e+000
6876,-1,USIF,0.000000000000e+000
6876,-2,LUIF,9.423858713535e+006
6876,-1,USBP,0.000000000000e+000
6876,-2,LUBP,0.000000000000e+000
6876,-3,PSIF,0.000000000000e+000
6876,-4,PSWD,0.000000000000e+000
6876,-4,PSDT,0.000000000000e+000
6876,0,IVOL,9.423858713535e+006
6876,1,RO,9.423858713535e+006
6876,1,BP,0.000000000000e+000
6877,-1,USIF,0.000000000000e+000
6877,-2,LUIF,2.058727584331e+005
6877,-1,USBP,0.000000000000e+000
6877,-2,LUBP,0.000000000000e+000
6877,-3,PSIF,0.000000000000e+000
6877,-4,PSWD,0.000000000000e+000
6877,-4,PSDT,0.000000000000e+000
6877,0,IVOL,2.058727584331e+005
6877,1,RO,2.058727584331e+005
6877,1,BP,0.000000000000e+000
6878,-1,USIF,0.000000000000e+000
6878,-2,LUIF,7.281802519979e+006
6878,-1,USBP,0.000000000000e+000
6878,-2,LUBP,0.000000000000e+000
6878,-3,PSIF,0.000000000000e+000
6878,-4,PSWD,0.000000000000e+000
6878,-4,PSDT,0.000000000000e+000
6878,0,IVOL,7.281802519979e+006
6878,1,RO,7.281802519979e+006
6878,1,BP,0.000000000000e+000
6879,-1,USIF,0.000000000000e+000
6879,-2,LUIF,2.032438051090e+007
6879,-1,USBP,0.000000000000e+000
6879,-2,LUBP,0.000000000000e+000
6879,-3,PSIF,0.000000000000e+000
6879,-4,PSWD,0.000000000000e+000
6879,-4,PSDT,0.000000000000e+000
6879,0,IVOL,2.032438051090e+007
6879,1,RO,2.032438051090e+007
6879,1,BP,0.000000000000e+000
6880,-1,USIF,0.000000000000e+000
6880,-2,LUIF,9.719766724756e+007
6880,-1,USBP,0.000000000000e+000
6880,-2,LUBP,0.000000000000e+000
6880,-3,PSIF,0.000000000000e+000
6880,-4,PSWD,0.000000000000e+000
6880,-4,PSDT,0.000000000000e+000
6880,0,IVOL,9.719766724756e+007
6880,1,RO,9.805115874185e+007
6880,1,BP,0.000000000000e+000
6881,-1,USIF,0.000000000000e+000
6881,-2,LUIF,4.099011341935e+007
6881,-1,USBP,0.000000000000e+000
6881,-2,LUBP,0.000000000000e+000
6881,-3,PSIF,0.000000000000e+000
6881,-4,PSWD,0.000000000000e+000
6881,-4,PSDT,0.000000000000e+000
6881,0,IVOL,4.099011341935e+007
6881,1,RO,4.139761650191e+007
6881,1,BP,0.000000000000e+000
6882,-1,USIF,0.000000000000e+000
6882,-2,LUIF,4.918196320801e+007
6882,-1,USBP,0.000000000000e+000
6882,-2,LUBP,0.000000000000e+000
6882,-3,PSIF,0.000000000000e+000
6882,-4,PSWD,0.000000000000e+000
6882,-4,PSDT,0.000000000000e+000
6882,0,IVOL,4.918196320801e+007
6882,1,RO,4.969347561348e+007
6882,1,BP,0.000000000000e+000
6884,-1,USIF,0.000000000000e+000
6884,-2,LUIF,8.996427708048e+006
6884,-1,USBP,0.000000000000e+000
6884,-2,LUBP,0.000000000000e+000
6884,-3,PSIF,0.000000000000e+000
6884,-4,PSWD,0.000000000000e+000
6884,-4,PSDT,0.000000000000e+000
6884,0,IVOL,8.996427708048e+006
6884,1,RO,8.996427708048e+006
6884,1,BP,0.000000000000e+000
6887,-1,USIF,0.000000000000e+000
6887,-2,LUIF,5.819015331683e+007
6887,-1,USBP,0.000000000000e+000
6887,-2,LUBP,0.000000000000e+000
6887,-3,PSIF,0.000000000000e+000
6887,-4,PSWD,0.000000000000e+000
6887,-4,PSDT,0.000000000000e+000
6887,0,IVOL,5.819015331683e+007
6887,1,RO,5.864050726160e+007
6887,1,BP,0.000000000000e+000
6889,-1,USIF,0.000000000000e+000
6889,-2,LUIF,1.412254613748e+007
6889,-1,USBP,0.000000000000e+000
6889,-2,LUBP,0.000000000000e+000
6889,-3,PSIF,0.000000000000e+000
6889,-4,PSWD,0.000000000000e+000
6889,-4,PSDT,0.000000000000e+000
6889,0,IVOL,1.412254613748e+007
6889,1,RO,1.412254613748e+007
6889,1,BP,0.000000000000e+000
6890,-1,USIF,0.000000000000e+000
6890,-2,LUIF,1.781217569012e+007
6890,-1,USBP,0.000000000000e+000
6890,-2,LUBP,0.000000000000e+000
6890,-3,PSIF,0.000000000000e+000
6890,-4,PSWD,0.000000000000e+000
6890,-4,PSDT,0.000000000000e+000
6890,0,IVOL,1.781217569012e+007
6890,1,RO,1.781217569012e+007
6890,1,BP,0.000000000000e+000
6895,-1,USIF,0.000000000000e+000
6895,-2,LUIF,6.603757857492e+006
6895,-1,USBP,0.000000000000e+000
6895,-2,LUBP,0.000000000000e+000
6895,-3,PSIF,0.000000000000e+000
6895,-4,PSWD,0.000000000000e+000
6895,-4,PSDT,0.000000000000e+000
6895,0,IVOL,6.603757857492e+006
6895,1,RO,6.603757857492e+006
6895,1,BP,0.000000000000e+000
6898,-1,USIF,0.000000000000e+000
6898,-2,LUIF,4.244670292417e+007
6898,-1,USBP,0.000000000000e+000
6898,-2,LUBP,0.000000000000e+000
6898,-3,PSIF,0.000000000000e+000
6898,-4,PSWD,0.000000000000e+000
6898,-4,PSDT,0.000000000000e+000
6898,0,IVOL,4.244670292417e+007
6898,1,RO,4.244670292417e+007
6898,1,BP,0.000000000000e+000
6899,-1,USIF,0.000000000000e+000
6899,-2,LUIF,3.214434756616e+007
6899,-1,USBP,0.000000000000e+000
6899,-2,LUBP,0.000000000000e+000
6899,-3,PSIF,0.000000000000e+000
6899,-4,PSWD,0.000000000000e+000
6899,-4,PSDT,0.000000000000e+000
6899,0,IVOL,3.214434756616e+007
6899,1,RO,3.214434756616e+007
6899,1,BP,0.000000000000e+000
6900,-1,USIF,0.000000000000e+000
6900,-2,LUIF,7.972159894897e+006
6900,-1,USBP,0.000000000000e+000
6900,-2,LUBP,0.000000000000e+000
6900,-3,PSIF,0.000000000000e+000
6900,-4,PSWD,0.000000000000e+000
6900,-4,PSDT,0.000000000000e+000
6900,0,IVOL,7.972159894897e+006
6900,1,RO,7.972159894897e+006
6900,1,BP,0.000000000000e+000
6901,-1,USIF,0.000000000000e+000
6901,-2,LUIF,2.296162122649e+007
6901,-1,USBP,0.000000000000e+000
6901,-2,LUBP,0.000000000000e+000
6901,-3,PSIF,0.000000000000e+000
6901,-4,PSWD,0.000000000000e+000
6901,-4,PSDT,0.000000000000e+000
6901,0,IVOL,2.296162122649e+007
6901,1,RO,2.296162122649e+007
6901,1,BP,0.000000000000e+000
6902,-1,USIF,0.000000000000e+000
6902,-2,LUIF,5.424243673397e+006
6902,-1,USBP,0.000000000000e+000
6902,-2,LUBP,0.000000000000e+000
6902,-3,PSIF,0.000000000000e+000
6902,-4,PSWD,0.000000000000e+000
6902,-4,PSDT,0.000000000000e+000
6902,0,IVOL,5.424243673397e+006
6902,1,RO,5.424243673397e+006
6902,1,BP,0.000000000000e+000
6903,-1,USIF,0.000000000000e+000
6903,-2,LUIF,2.032805341162e+006
6903,-1,USBP,0.000000000000e+000
6903,-2,LUBP,0.000000000000e+000
6903,-3,PSIF,0.000000000000e+000
6903,-4,PSWD,0.000000000000e+000
6903,-4,PSDT,0.000000000000e+000
6903,0,IVOL,2.032805341162e+006
6903,1,RO,2.032805341162e+006
6903,1,BP,0.000000000000e+000
6906,-1,USIF,0.000000000000e+000
6906,-2,LUIF,8.459374737492e+006
6906,-1,USBP,0.000000000000e+000
6906,-2,LUBP,0.000000000000e+000
6906,-3,PSIF,0.000000000000e+000
6906,-4,PSWD,0.000000000000e+000
6906,-4,PSDT,0.000000000000e+000
6906,0,IVOL,8.459374737492e+006
6906,1,RO,8.459374737492e+006
6906,1,BP,0.000000000000e+000
6908,-1,USIF,0.000000000000e+000
6908,-2,LUIF,2.476851731807e+006
6908,-1,USBP,0.000000000000e+000
6908,-2,LUBP,0.000000000000e+000
6908,-3,PSIF,0.000000000000e+000
6908,-4,PSWD,0.000000000000e+000
6908,-4,PSDT,0.000000000000e+000
6908,0,IVOL,2.476851731807e+006
6908,1,RO,2.476851731807e+006
6908,1,BP,0.000000000000e+000
6910,-1,USIF,0.000000000000e+000
6910,-2,LUIF,2.465150939215e+006
6910,-1,USBP,0.000000000000e+000
6910,-2,LUBP,0.000000000000e+000
6910,-3,PSIF,0.000000000000e+000
6910,-4,PSWD,0.000000000000e+000
6910,-4,PSDT,0.000000000000e+000
6910,0,IVOL,2.465150939215e+006
6910,1,RO,2.465150939215e+006
6910,1,BP,0.000000000000e+000
6912,-1,USIF,0.000000000000e+000
6912,-2,LUIF,3.212269872430e+006
6912,-1,USBP,0.000000000000e+000
6912,-2,LUBP,0.000000000000e+000
6912,-3,PSIF,0.000000000000e+000
6912,-4,PSWD,0.000000000000e+000
6912,-4,PSDT,0.000000000000e+000
6912,0,IVOL,3.212269872430e+006
6912,1,RO,3.212269872430e+006
6912,1,BP,0.000000000000e+000
6915,-1,USIF,0.000000000000e+000
6915,-2,LUIF,6.868700651195e+006
6915,-1,USBP,0.000000000000e+000
6915,-2,LUBP,0.000000000000e+000
6915,-3,PSIF,0.000000000000e+000
6915,-4,PSWD,0.000000000000e+000
6915,-4,PSDT,0.000000000000e+000
6915,0,IVOL,6.868700651195e+006
6915,1,RO,6.868700651195e+006
6915,1,BP,0.000000000000e+000
6917,-1,USIF,0.000000000000e+000
6917,-2,LUIF,2.105754990848e+007
6917,-1,USBP,0.000000000000e+000
6917,-2,LUBP,0.000000000000e+000
6917,-3,PSIF,0.000000000000e+000
6917,-4,PSWD,0.000000000000e+000
6917,-4,PSDT,0.000000000000e+000
6917,0,IVOL,2.105754990848e+007
6917,1,RO,2.105754990848e+007
6917,1,BP,0.000000000000e+000
6920,-1,USIF,0.000000000000e+000
6920,-2,LUIF,7.579857141837e+006
6920,-1,USBP,0.000000000000e+000
6920,-2,LUBP,0.000000000000e+000
6920,-3,PSIF,0.000000000000e+000
6920,-4,PSWD,0.000000000000e+000
6920,-4,PSDT,0.000000000000e+000
6920,0,IVOL,7.579857141837e+006
6920,1,RO,7.579857141837e+006
6920,1,BP,0.000000000000e+000
6922,-1,USIF,0.000000000000e+000
6922,-2,LUIF,1.439584457247e+007
6922,-1,USBP,0.000000000000e+000
6922,-2,LUBP,0.000000000000e+000
