rchid,type,parmname,value1
5179,-3,PSIF,0.000000000000e+000
5179,-4,PSWD,0.000000000000e+000
5179,-4,PSDT,0.000000000000e+000
5179,0,IVOL,8.049353178646e+006
5179,1,RO,8.049353178646e+006
5179,1,BP,0.000000000000e+000
5180,-1,USIF,0.000000000000e+000
5180,-2,LUIF,5.962204459874e+006
5180,-1,USBP,0.000000000000e+000
5180,-2,LUBP,0.000000000000e+000
5180,-3,PSIF,0.000000000000e+000
5180,-4,PSWD,0.000000000000e+000
5180,-4,PSDT,0.000000000000e+000
5180,0,IVOL,5.962204459874e+006
5180,1,RO,5.962204459874e+006
5180,1,BP,0.000000000000e+000
5182,-1,USIF,0.000000000000e+000
5182,-2,LUIF,5.554146908909e+006
5182,-1,USBP,0.000000000000e+000
5182,-2,LUBP,0.000000000000e+000
5182,-3,PSIF,0.000000000000e+000
5182,-4,PSWD,0.000000000000e+000
5182,-4,PSDT,0.000000000000e+000
5182,0,IVOL,5.554146908909e+006
5182,1,RO,5.554146908909e+006
5182,1,BP,0.000000000000e+000
5183,-1,USIF,0.000000000000e+000
5183,-2,LUIF,2.715402549916e+007
5183,-1,USBP,0.000000000000e+000
5183,-2,LUBP,0.000000000000e+000
5183,-3,PSIF,0.000000000000e+000
5183,-4,PSWD,0.000000000000e+000
5183,-4,PSDT,0.000000000000e+000
5183,0,IVOL,2.715402549916e+007
5183,1,RO,2.715402549916e+007
5183,1,BP,0.000000000000e+000
5185,-1,USIF,0.000000000000e+000
5185,-2,LUIF,1.192462838241e+007
5185,-1,USBP,0.000000000000e+000
5185,-2,LUBP,0.000000000000e+000
5185,-3,PSIF,0.000000000000e+000
5185,-4,PSWD,0.000000000000e+000
5185,-4,PSDT,0.000000000000e+000
5185,0,IVOL,1.192462838241e+007
5185,1,RO,1.192462838241e+007
5185,1,BP,0.000000000000e+000
5186,-1,USIF,0.000000000000e+000
5186,-2,LUIF,9.397292032635e+006
5186,-1,USBP,0.000000000000e+000
5186,-2,LUBP,0.000000000000e+000
5186,-3,PSIF,0.000000000000e+000
5186,-4,PSWD,0.000000000000e+000
5186,-4,PSDT,0.000000000000e+000
5186,0,IVOL,9.397292032635e+006
5186,1,RO,9.397292032635e+006
5186,1,BP,0.000000000000e+000
5188,-1,USIF,0.000000000000e+000
5188,-2,LUIF,9.418981035361e+006
5188,-1,USBP,0.000000000000e+000
5188,-2,LUBP,0.000000000000e+000
5188,-3,PSIF,0.000000000000e+000
5188,-4,PSWD,0.000000000000e+000
5188,-4,PSDT,0.000000000000e+000
5188,0,IVOL,9.418981035361e+006
5188,1,RO,9.418981035361e+006
5188,1,BP,0.000000000000e+000
5190,-1,USIF,0.000000000000e+000
5190,-2,LUIF,3.242221880120e+007
5190,-1,USBP,0.000000000000e+000
5190,-2,LUBP,0.000000000000e+000
5190,-3,PSIF,0.000000000000e+000
5190,-4,PSWD,0.000000000000e+000
5190,-4,PSDT,0.000000000000e+000
5190,0,IVOL,3.242221880120e+007
5190,1,RO,3.242221880120e+007
5190,1,BP,0.000000000000e+000
5192,-1,USIF,0.000000000000e+000
5192,-2,LUIF,3.365847286702e+007
5192,-1,USBP,0.000000000000e+000
5192,-2,LUBP,0.000000000000e+000
5192,-3,PSIF,0.000000000000e+000
5192,-4,PSWD,0.000000000000e+000
5192,-4,PSDT,0.000000000000e+000
5192,0,IVOL,3.365847286702e+007
5192,1,RO,3.365847286702e+007
5192,1,BP,0.000000000000e+000
5193,-1,USIF,0.000000000000e+000
5193,-2,LUIF,2.586822906385e+007
5193,-1,USBP,0.000000000000e+000
5193,-2,LUBP,0.000000000000e+000
5193,-3,PSIF,0.000000000000e+000
5193,-4,PSWD,0.000000000000e+000
5193,-4,PSDT,0.000000000000e+000
5193,0,IVOL,2.586822906385e+007
5193,1,RO,2.586822906385e+007
5193,1,BP,0.000000000000e+000
5194,-1,USIF,0.000000000000e+000
5194,-2,LUIF,2.578078445409e+007
5194,-1,USBP,0.000000000000e+000
5194,-2,LUBP,0.000000000000e+000
5194,-3,PSIF,0.000000000000e+000
5194,-4,PSWD,0.000000000000e+000
5194,-4,PSDT,0.000000000000e+000
5194,0,IVOL,2.578078445409e+007
5194,1,RO,2.578078445409e+007
5194,1,BP,0.000000000000e+000
5196,-1,USIF,0.000000000000e+000
5196,-2,LUIF,9.909339983145e+006
5196,-1,USBP,0.000000000000e+000
5196,-2,LUBP,0.000000000000e+000
5196,-3,PSIF,0.000000000000e+000
5196,-4,PSWD,0.000000000000e+000
5196,-4,PSDT,0.000000000000e+000
5196,0,IVOL,9.909339983145e+006
5196,1,RO,9.909339983145e+006
5196,1,BP,0.000000000000e+000
5197,-1,USIF,0.000000000000e+000
5197,-2,LUIF,4.827295654903e+007
5197,-1,USBP,0.000000000000e+000
5197,-2,LUBP,0.000000000000e+000
5197,-3,PSIF,0.000000000000e+000
5197,-4,PSWD,0.000000000000e+000
5197,-4,PSDT,0.000000000000e+000
5197,0,IVOL,4.827295654903e+007
5197,1,RO,4.827295654903e+007
5197,1,BP,0.000000000000e+000
5198,-1,USIF,0.000000000000e+000
5198,-2,LUIF,1.583212071388e+007
5198,-1,USBP,0.000000000000e+000
5198,-2,LUBP,0.000000000000e+000
5198,-3,PSIF,0.000000000000e+000
5198,-4,PSWD,0.000000000000e+000
5198,-4,PSDT,0.000000000000e+000
5198,0,IVOL,1.583212071388e+007
5198,1,RO,1.583212071388e+007
5198,1,BP,0.000000000000e+000
5200,-1,USIF,0.000000000000e+000
5200,-2,LUIF,2.784479286404e+007
5200,-1,USBP,0.000000000000e+000
5200,-2,LUBP,0.000000000000e+000
5200,-3,PSIF,0.000000000000e+000
5200,-4,PSWD,0.000000000000e+000
5200,-4,PSDT,0.000000000000e+000
5200,0,IVOL,2.784479286404e+007
5200,1,RO,2.784479286404e+007
5200,1,BP,0.000000000000e+000
5201,-1,USIF,0.000000000000e+000
5201,-2,LUIF,9.882202687731e+006
5201,-1,USBP,0.000000000000e+000
5201,-2,LUBP,0.000000000000e+000
5201,-3,PSIF,0.000000000000e+000
5201,-4,PSWD,0.000000000000e+000
5201,-4,PSDT,0.000000000000e+000
5201,0,IVOL,9.882202687731e+006
5201,1,RO,9.882202687731e+006
5201,1,BP,0.000000000000e+000
5202,-1,USIF,0.000000000000e+000
5202,-2,LUIF,3.070081765751e+006
5202,-1,USBP,0.000000000000e+000
5202,-2,LUBP,0.000000000000e+000
5202,-3,PSIF,0.000000000000e+000
5202,-4,PSWD,0.000000000000e+000
5202,-4,PSDT,0.000000000000e+000
5202,0,IVOL,3.070081765751e+006
5202,1,RO,3.070081765751e+006
5202,1,BP,0.000000000000e+000
5204,-1,USIF,0.000000000000e+000
5204,-2,LUIF,3.065659169894e+007
5204,-1,USBP,0.000000000000e+000
5204,-2,LUBP,0.000000000000e+000
5204,-3,PSIF,0.000000000000e+000
5204,-4,PSWD,0.000000000000e+000
5204,-4,PSDT,0.000000000000e+000
5204,0,IVOL,3.065659169894e+007
5204,1,RO,3.065659169894e+007
5204,1,BP,0.000000000000e+000
5206,-1,USIF,0.000000000000e+000
5206,-2,LUIF,1.066879876470e+007
5206,-1,USBP,0.000000000000e+000
5206,-2,LUBP,0.000000000000e+000
5206,-3,PSIF,0.000000000000e+000
5206,-4,PSWD,0.000000000000e+000
5206,-4,PSDT,0.000000000000e+000
5206,0,IVOL,1.066879876470e+007
5206,1,RO,1.066879876470e+007
5206,1,BP,0.000000000000e+000
5207,-1,USIF,0.000000000000e+000
5207,-2,LUIF,2.860709714947e+007
5207,-1,USBP,0.000000000000e+000
5207,-2,LUBP,0.000000000000e+000
5207,-3,PSIF,0.000000000000e+000
5207,-4,PSWD,0.000000000000e+000
5207,-4,PSDT,0.000000000000e+000
5207,0,IVOL,2.860709714947e+007
5207,1,RO,2.860709714947e+007
5207,1,BP,0.000000000000e+000
5210,-1,USIF,0.000000000000e+000
5210,-2,LUIF,3.732270434909e+007
5210,-1,USBP,0.000000000000e+000
5210,-2,LUBP,0.000000000000e+000
5210,-3,PSIF,0.000000000000e+000
5210,-4,PSWD,0.000000000000e+000
5210,-4,PSDT,0.000000000000e+000
5210,0,IVOL,3.732270434909e+007
5210,1,RO,3.732270434909e+007
5210,1,BP,0.000000000000e+000
5212,-1,USIF,0.000000000000e+000
5212,-2,LUIF,4.097751313875e+007
5212,-1,USBP,0.000000000000e+000
5212,-2,LUBP,0.000000000000e+000
5212,-3,PSIF,0.000000000000e+000
5212,-4,PSWD,0.000000000000e+000
5212,-4,PSDT,0.000000000000e+000
5212,0,IVOL,4.097751313875e+007
5212,1,RO,4.097751313875e+007
5212,1,BP,0.000000000000e+000
5214,-1,USIF,0.000000000000e+000
5214,-2,LUIF,2.678293484800e+007
5214,-1,USBP,0.000000000000e+000
5214,-2,LUBP,0.000000000000e+000
5214,-3,PSIF,0.000000000000e+000
5214,-4,PSWD,0.000000000000e+000
5214,-4,PSDT,0.000000000000e+000
5214,0,IVOL,2.678293484800e+007
5214,1,RO,2.678293484800e+007
5214,1,BP,0.000000000000e+000
5216,-1,USIF,0.000000000000e+000
5216,-2,LUIF,4.536393517483e+007
5216,-1,USBP,0.000000000000e+000
5216,-2,LUBP,0.000000000000e+000
5216,-3,PSIF,0.000000000000e+000
5216,-4,PSWD,0.000000000000e+000
5216,-4,PSDT,0.000000000000e+000
5216,0,IVOL,4.536393517483e+007
5216,1,RO,4.536393517483e+007
5216,1,BP,0.000000000000e+000
5218,-1,USIF,0.000000000000e+000
5218,-2,LUIF,5.090929341999e+006
5218,-1,USBP,0.000000000000e+000
5218,-2,LUBP,0.000000000000e+000
5218,-3,PSIF,0.000000000000e+000
5218,-4,PSWD,0.000000000000e+000
5218,-4,PSDT,0.000000000000e+000
5218,0,IVOL,5.090929341999e+006
5218,1,RO,5.090929341999e+006
5218,1,BP,0.000000000000e+000
5219,-1,USIF,0.000000000000e+000
5219,-2,LUIF,1.292318807957e+007
5219,-1,USBP,0.000000000000e+000
5219,-2,LUBP,0.000000000000e+000
5219,-3,PSIF,0.000000000000e+000
5219,-4,PSWD,0.000000000000e+000
5219,-4,PSDT,0.000000000000e+000
5219,0,IVOL,1.292318807957e+007
5219,1,RO,1.292318807957e+007
5219,1,BP,0.000000000000e+000
5221,-1,USIF,0.000000000000e+000
5221,-2,LUIF,3.702048567820e+007
5221,-1,USBP,0.000000000000e+000
5221,-2,LUBP,0.000000000000e+000
5221,-3,PSIF,0.000000000000e+000
5221,-4,PSWD,0.000000000000e+000
5221,-4,PSDT,0.000000000000e+000
5221,0,IVOL,3.702048567820e+007
5221,1,RO,3.702048567820e+007
5221,1,BP,0.000000000000e+000
5222,-1,USIF,0.000000000000e+000
5222,-2,LUIF,2.168754302596e+007
5222,-1,USBP,0.000000000000e+000
5222,-2,LUBP,0.000000000000e+000
5222,-3,PSIF,0.000000000000e+000
5222,-4,PSWD,0.000000000000e+000
5222,-4,PSDT,0.000000000000e+000
5222,0,IVOL,2.168754302596e+007
5222,1,RO,2.168754302596e+007
5222,1,BP,0.000000000000e+000
5224,-1,USIF,0.000000000000e+000
5224,-2,LUIF,4.590146574662e+007
5224,-1,USBP,0.000000000000e+000
5224,-2,LUBP,0.000000000000e+000
5224,-3,PSIF,0.000000000000e+000
5224,-4,PSWD,0.000000000000e+000
5224,-4,PSDT,0.000000000000e+000
5224,0,IVOL,4.590146574662e+007
5224,1,RO,4.584838692347e+007
5224,1,BP,0.000000000000e+000
5225,-1,USIF,0.000000000000e+000
5225,-2,LUIF,3.638051986536e+007
5225,-1,USBP,0.000000000000e+000
5225,-2,LUBP,0.000000000000e+000
5225,-3,PSIF,0.000000000000e+000
5225,-4,PSWD,0.000000000000e+000
5225,-4,PSDT,0.000000000000e+000
5225,0,IVOL,3.638051986536e+007
5225,1,RO,3.638051986536e+007
5225,1,BP,0.000000000000e+000
5228,-1,USIF,0.000000000000e+000
5228,-2,LUIF,2.305942007727e+007
5228,-1,USBP,0.000000000000e+000
5228,-2,LUBP,0.000000000000e+000
5228,-3,PSIF,0.000000000000e+000
5228,-4,PSWD,0.000000000000e+000
5228,-4,PSDT,0.000000000000e+000
5228,0,IVOL,2.305942007727e+007
5228,1,RO,2.319207206740e+007
5228,1,BP,0.000000000000e+000
5230,-1,USIF,0.000000000000e+000
5230,-2,LUIF,1.124594097852e+007
5230,-1,USBP,0.000000000000e+000
5230,-2,LUBP,0.000000000000e+000
5230,-3,PSIF,0.000000000000e+000
5230,-4,PSWD,0.000000000000e+000
5230,-4,PSDT,0.000000000000e+000
5230,0,IVOL,1.124594097852e+007
5230,1,RO,1.124594097852e+007
5230,1,BP,0.000000000000e+000
5233,-1,USIF,0.000000000000e+000
5233,-2,LUIF,4.909149684470e+006
5233,-1,USBP,0.000000000000e+000
5233,-2,LUBP,0.000000000000e+000
5233,-3,PSIF,0.000000000000e+000
5233,-4,PSWD,0.000000000000e+000
5233,-4,PSDT,0.000000000000e+000
5233,0,IVOL,4.909149684470e+006
5233,1,RO,4.909149684470e+006
5233,1,BP,0.000000000000e+000
5235,-1,USIF,0.000000000000e+000
5235,-2,LUIF,7.520157857151e+006
5235,-1,USBP,0.000000000000e+000
5235,-2,LUBP,0.000000000000e+000
5235,-3,PSIF,0.000000000000e+000
5235,-4,PSWD,0.000000000000e+000
5235,-4,PSDT,0.000000000000e+000
5235,0,IVOL,7.520157857151e+006
5235,1,RO,7.520157857151e+006
5235,1,BP,0.000000000000e+000
5238,-1,USIF,0.000000000000e+000
5238,-2,LUIF,3.898793404380e+006
5238,-1,USBP,0.000000000000e+000
5238,-2,LUBP,0.000000000000e+000
5238,-3,PSIF,0.000000000000e+000
5238,-4,PSWD,0.000000000000e+000
5238,-4,PSDT,0.000000000000e+000
5238,0,IVOL,3.898793404380e+006
5238,1,RO,3.898793404380e+006
5238,1,BP,0.000000000000e+000
5240,-1,USIF,0.000000000000e+000
5240,-2,LUIF,3.477014168704e+007
5240,-1,USBP,0.000000000000e+000
5240,-2,LUBP,0.000000000000e+000
5240,-3,PSIF,0.000000000000e+000
5240,-4,PSWD,0.000000000000e+000
5240,-4,PSDT,0.000000000000e+000
5240,0,IVOL,3.477014168704e+007
5240,1,RO,3.499318899434e+007
5240,1,BP,0.000000000000e+000
5241,-1,USIF,0.000000000000e+000
5241,-2,LUIF,1.470819454809e+007
5241,-1,USBP,0.000000000000e+000
5241,-2,LUBP,0.000000000000e+000
5241,-3,PSIF,0.000000000000e+000
5241,-4,PSWD,0.000000000000e+000
5241,-4,PSDT,0.000000000000e+000
5241,0,IVOL,1.470819454809e+007
5241,1,RO,1.470819454809e+007
5241,1,BP,0.000000000000e+000
5247,-1,USIF,0.000000000000e+000
5247,-2,LUIF,4.070250335250e+006
5247,-1,USBP,0.000000000000e+000
5247,-2,LUBP,0.000000000000e+000
5247,-3,PSIF,0.000000000000e+000
5247,-4,PSWD,0.000000000000e+000
5247,-4,PSDT,0.000000000000e+000
5247,0,IVOL,4.070250335250e+006
5247,1,RO,4.070250335250e+006
5247,1,BP,0.000000000000e+000
5249,-1,USIF,0.000000000000e+000
5249,-2,LUIF,3.021382471608e+006
5249,-1,USBP,0.000000000000e+000
5249,-2,LUBP,0.000000000000e+000
5249,-3,PSIF,0.000000000000e+000
5249,-4,PSWD,0.000000000000e+000
5249,-4,PSDT,0.000000000000e+000
5249,0,IVOL,3.021382471608e+006
5249,1,RO,3.021382471608e+006
5249,1,BP,0.000000000000e+000
5251,-1,USIF,0.000000000000e+000
5251,-2,LUIF,8.467209201075e+006
5251,-1,USBP,0.000000000000e+000
5251,-2,LUBP,0.000000000000e+000
5251,-3,PSIF,0.000000000000e+000
5251,-4,PSWD,0.000000000000e+000
5251,-4,PSDT,0.000000000000e+000
5251,0,IVOL,8.467209201075e+006
5251,1,RO,8.467209201075e+006
5251,1,BP,0.000000000000e+000
5252,-1,USIF,0.000000000000e+000
5252,-2,LUIF,1.209200399665e+006
5252,-1,USBP,0.000000000000e+000
5252,-2,LUBP,0.000000000000e+000
5252,-3,PSIF,0.000000000000e+000
5252,-4,PSWD,0.000000000000e+000
5252,-4,PSDT,0.000000000000e+000
5252,0,IVOL,1.209200399665e+006
5252,1,RO,1.209200399665e+006
5252,1,BP,0.000000000000e+000
5254,-1,USIF,0.000000000000e+000
5254,-2,LUIF,1.632189894833e+006
5254,-1,USBP,0.000000000000e+000
5254,-2,LUBP,0.000000000000e+000
5254,-3,PSIF,0.000000000000e+000
5254,-4,PSWD,0.000000000000e+000
5254,-4,PSDT,0.000000000000e+000
5254,0,IVOL,1.632189894833e+006
5254,1,RO,1.632189894833e+006
5254,1,BP,0.000000000000e+000
5257,-1,USIF,0.000000000000e+000
5257,-2,LUIF,1.259498154524e+006
5257,-1,USBP,0.000000000000e+000
5257,-2,LUBP,0.000000000000e+000
5257,-3,PSIF,0.000000000000e+000
5257,-4,PSWD,0.000000000000e+000
5257,-4,PSDT,0.000000000000e+000
5257,0,IVOL,1.259498154524e+006
5257,1,RO,1.259498154524e+006
5257,1,BP,0.000000000000e+000
5260,-1,USIF,0.000000000000e+000
5260,-2,LUIF,2.557182019952e+006
5260,-1,USBP,0.000000000000e+000
5260,-2,LUBP,0.000000000000e+000
5260,-3,PSIF,0.000000000000e+000
5260,-4,PSWD,0.000000000000e+000
5260,-4,PSDT,0.000000000000e+000
5260,0,IVOL,2.557182019952e+006
5260,1,RO,2.557182019952e+006
5260,1,BP,0.000000000000e+000
5262,-1,USIF,0.000000000000e+000
5262,-2,LUIF,1.803881937741e+007
5262,-1,USBP,0.000000000000e+000
5262,-2,LUBP,0.000000000000e+000
5262,-3,PSIF,0.000000000000e+000
5262,-4,PSWD,0.000000000000e+000
5262,-4,PSDT,0.000000000000e+000
5262,0,IVOL,1.803881937741e+007
5262,1,RO,1.803881937741e+007
5262,1,BP,0.000000000000e+000
5265,-1,USIF,0.000000000000e+000
5265,-2,LUIF,1.902585146963e+008
5265,-1,USBP,0.000000000000e+000
5265,-2,LUBP,0.000000000000e+000
5265,-3,PSIF,0.000000000000e+000
5265,-4,PSWD,0.000000000000e+000
5265,-4,PSDT,0.000000000000e+000
5265,0,IVOL,1.902585146963e+008
5265,1,RO,1.902585146963e+008
5265,1,BP,0.000000000000e+000
5266,-1,USIF,0.000000000000e+000
5266,-2,LUIF,2.036378769637e+006
5266,-1,USBP,0.000000000000e+000
5266,-2,LUBP,0.000000000000e+000
5266,-3,PSIF,0.000000000000e+000
5266,-4,PSWD,0.000000000000e+000
5266,-4,PSDT,0.000000000000e+000
5266,0,IVOL,2.036378769637e+006
5266,1,RO,2.036378769637e+006
5266,1,BP,0.000000000000e+000
5268,-1,USIF,0.000000000000e+000
5268,-2,LUIF,7.724626087894e+007
5268,-1,USBP,0.000000000000e+000
5268,-2,LUBP,0.000000000000e+000
5268,-3,PSIF,0.000000000000e+000
5268,-4,PSWD,0.000000000000e+000
5268,-4,PSDT,0.000000000000e+000
5268,0,IVOL,7.724626087894e+007
5268,1,RO,7.724626087894e+007
5268,1,BP,0.000000000000e+000
5272,-1,USIF,0.000000000000e+000
5272,-2,LUIF,2.932199067208e+007
5272,-1,USBP,0.000000000000e+000
5272,-2,LUBP,0.000000000000e+000
5272,-3,PSIF,0.000000000000e+000
5272,-4,PSWD,0.000000000000e+000
5272,-4,PSDT,0.000000000000e+000
5272,0,IVOL,2.932199067208e+007
5272,1,RO,2.932199067208e+007
5272,1,BP,0.000000000000e+000
5275,-1,USIF,0.000000000000e+000
5275,-2,LUIF,1.740829302019e+007
5275,-1,USBP,0.000000000000e+000
5275,-2,LUBP,0.000000000000e+000
5275,-3,PSIF,0.000000000000e+000
5275,-4,PSWD,0.000000000000e+000
5275,-4,PSDT,0.000000000000e+000
5275,0,IVOL,1.740829302019e+007
5275,1,RO,1.740829302019e+007
5275,1,BP,0.000000000000e+000
5276,-1,USIF,0.000000000000e+000
5276,-2,LUIF,5.474289863917e+006
5276,-1,USBP,0.000000000000e+000
5276,-2,LUBP,0.000000000000e+000
5276,-3,PSIF,0.000000000000e+000
5276,-4,PSWD,0.000000000000e+000
5276,-4,PSDT,0.000000000000e+000
5276,0,IVOL,5.474289863917e+006
5276,1,RO,5.474289863917e+006
5276,1,BP,0.000000000000e+000
5278,-1,USIF,0.000000000000e+000
5278,-2,LUIF,1.202577120209e+007
5278,-1,USBP,0.000000000000e+000
5278,-2,LUBP,0.000000000000e+000
5278,-3,PSIF,0.000000000000e+000
5278,-4,PSWD,0.000000000000e+000
5278,-4,PSDT,0.000000000000e+000
5278,0,IVOL,1.202577120209e+007
5278,1,RO,1.202577120209e+007
5278,1,BP,0.000000000000e+000
5281,-1,USIF,0.000000000000e+000
5281,-2,LUIF,6.658049340578e+007
5281,-1,USBP,0.000000000000e+000
5281,-2,LUBP,0.000000000000e+000
5281,-3,PSIF,0.000000000000e+000
5281,-4,PSWD,0.000000000000e+000
5281,-4,PSDT,0.000000000000e+000
5281,0,IVOL,6.658049340578e+007
5281,1,RO,6.658049340578e+007
5281,1,BP,0.000000000000e+000
5283,-1,USIF,0.000000000000e+000
5283,-2,LUIF,4.439554247086e+007
5283,-1,USBP,0.000000000000e+000
5283,-2,LUBP,0.000000000000e+000
5283,-3,PSIF,0.000000000000e+000
5283,-4,PSWD,0.000000000000e+000
5283,-4,PSDT,0.000000000000e+000
5283,0,IVOL,4.439554247086e+007
5283,1,RO,4.439554247086e+007
5283,1,BP,0.000000000000e+000
5286,-1,USIF,0.000000000000e+000
5286,-2,LUIF,3.478078348506e+007
5286,-1,USBP,0.000000000000e+000
5286,-2,LUBP,0.000000000000e+000
5286,-3,PSIF,0.000000000000e+000
5286,-4,PSWD,0.000000000000e+000
5286,-4,PSDT,0.000000000000e+000
5286,0,IVOL,3.478078348506e+007
5286,1,RO,3.478078348506e+007
5286,1,BP,0.000000000000e+000
5287,-1,USIF,0.000000000000e+000
5287,-2,LUIF,2.920600904386e+007
5287,-1,USBP,0.000000000000e+000
5287,-2,LUBP,0.000000000000e+000
5287,-3,PSIF,0.000000000000e+000
5287,-4,PSWD,0.000000000000e+000
5287,-4,PSDT,0.000000000000e+000
5287,0,IVOL,2.920600904386e+007
5287,1,RO,2.920600904386e+007
5287,1,BP,0.000000000000e+000
5288,-1,USIF,0.000000000000e+000
5288,-2,LUIF,1.358061379153e+007
5288,-1,USBP,0.000000000000e+000
5288,-2,LUBP,0.000000000000e+000
5288,-3,PSIF,0.000000000000e+000
5288,-4,PSWD,0.000000000000e+000
5288,-4,PSDT,0.000000000000e+000
5288,0,IVOL,1.358061379153e+007
5288,1,RO,1.358061379153e+007
5288,1,BP,0.000000000000e+000
5289,-1,USIF,0.000000000000e+000
5289,-2,LUIF,1.659213657162e+007
5289,-1,USBP,0.000000000000e+000
5289,-2,LUBP,0.000000000000e+000
5289,-3,PSIF,0.000000000000e+000
5289,-4,PSWD,0.000000000000e+000
5289,-4,PSDT,0.000000000000e+000
5289,0,IVOL,1.659213657162e+007
5289,1,RO,1.659213657162e+007
5289,1,BP,0.000000000000e+000
5291,-1,USIF,0.000000000000e+000
5291,-2,LUIF,1.501275883305e+007
5291,-1,USBP,0.000000000000e+000
5291,-2,LUBP,0.000000000000e+000
5291,-3,PSIF,0.000000000000e+000
5291,-4,PSWD,0.000000000000e+000
5291,-4,PSDT,0.000000000000e+000
5291,0,IVOL,1.501275883305e+007
5291,1,RO,1.501275883305e+007
5291,1,BP,0.000000000000e+000
5293,-1,USIF,0.000000000000e+000
5293,-2,LUIF,1.676986047812e+007
5293,-1,USBP,0.000000000000e+000
5293,-2,LUBP,0.000000000000e+000
5293,-3,PSIF,0.000000000000e+000
5293,-4,PSWD,0.000000000000e+000
5293,-4,PSDT,0.000000000000e+000
5293,0,IVOL,1.676986047812e+007
5293,1,RO,1.676986047812e+007
5293,1,BP,0.000000000000e+000
5294,-1,USIF,0.000000000000e+000
5294,-2,LUIF,1.757147828609e+007
5294,-1,USBP,0.000000000000e+000
5294,-2,LUBP,0.000000000000e+000
5294,-3,PSIF,0.000000000000e+000
5294,-4,PSWD,0.000000000000e+000
5294,-4,PSDT,0.000000000000e+000
5294,0,IVOL,1.757147828609e+007
5294,1,RO,1.757147828609e+007
5294,1,BP,0.000000000000e+000
5297,-1,USIF,0.000000000000e+000
5297,-2,LUIF,4.700102028557e+008
5297,-1,USBP,0.000000000000e+000
5297,-2,LUBP,0.000000000000e+000
5297,-3,PSIF,0.000000000000e+000
5297,-4,PSWD,0.000000000000e+000
5297,-4,PSDT,0.000000000000e+000
5297,0,IVOL,4.700102028557e+008
5297,1,RO,4.700102028557e+008
5297,1,BP,0.000000000000e+000
5298,-1,USIF,0.000000000000e+000
5298,-2,LUIF,2.241484852314e+008
5298,-1,USBP,0.000000000000e+000
5298,-2,LUBP,0.000000000000e+000
5298,-3,PSIF,0.000000000000e+000
5298,-4,PSWD,0.000000000000e+000
5298,-4,PSDT,0.000000000000e+000
5298,0,IVOL,2.241484852314e+008
5298,1,RO,2.241484852314e+008
5298,1,BP,0.000000000000e+000
5300,-1,USIF,0.000000000000e+000
5300,-2,LUIF,5.834301285219e+007
5300,-1,USBP,0.000000000000e+000
5300,-2,LUBP,0.000000000000e+000
5300,-3,PSIF,0.000000000000e+000
5300,-4,PSWD,0.000000000000e+000
5300,-4,PSDT,0.000000000000e+000
5300,0,IVOL,5.834301285219e+007
5300,1,RO,5.834301285219e+007
5300,1,BP,0.000000000000e+000
5302,-1,USIF,0.000000000000e+000
5302,-2,LUIF,4.472627485585e+007
5302,-1,USBP,0.000000000000e+000
5302,-2,LUBP,0.000000000000e+000
5302,-3,PSIF,0.000000000000e+000
5302,-4,PSWD,0.000000000000e+000
5302,-4,PSDT,0.000000000000e+000
5302,0,IVOL,4.472627485585e+007
5302,1,RO,4.472627485585e+007
5302,1,BP,0.000000000000e+000
5304,-1,USIF,0.000000000000e+000
5304,-2,LUIF,9.453871028366e+007
5304,-1,USBP,0.000000000000e+000
5304,-2,LUBP,0.000000000000e+000
5304,-3,PSIF,0.000000000000e+000
5304,-4,PSWD,0.000000000000e+000
5304,-4,PSDT,0.000000000000e+000
5304,0,IVOL,9.453871028366e+007
5304,1,RO,9.453871028366e+007
5304,1,BP,0.000000000000e+000
5307,-1,USIF,0.000000000000e+000
5307,-2,LUIF,5.429192005447e+008
5307,-1,USBP,0.000000000000e+000
5307,-2,LUBP,0.000000000000e+000
5307,-3,PSIF,0.000000000000e+000
5307,-4,PSWD,0.000000000000e+000
5307,-4,PSDT,0.000000000000e+000
5307,0,IVOL,5.429192005447e+008
5307,1,RO,5.429192005447e+008
5307,1,BP,0.000000000000e+000
5308,-1,USIF,0.000000000000e+000
5308,-2,LUIF,2.574236371510e+007
5308,-1,USBP,0.000000000000e+000
5308,-2,LUBP,0.000000000000e+000
5308,-3,PSIF,0.000000000000e+000
5308,-4,PSWD,0.000000000000e+000
5308,-4,PSDT,0.000000000000e+000
5308,0,IVOL,2.574236371510e+007
5308,1,RO,2.574236371510e+007
5308,1,BP,0.000000000000e+000
5310,-1,USIF,0.000000000000e+000
5310,-2,LUIF,7.652914865459e+007
5310,-1,USBP,0.000000000000e+000
5310,-2,LUBP,0.000000000000e+000
5310,-3,PSIF,0.000000000000e+000
5310,-4,PSWD,0.000000000000e+000
5310,-4,PSDT,0.000000000000e+000
5310,0,IVOL,7.652914865459e+007
5310,1,RO,7.652914865459e+007
5310,1,BP,0.000000000000e+000
5312,-1,USIF,0.000000000000e+000
5312,-2,LUIF,6.075376574846e+007
5312,-1,USBP,0.000000000000e+000
5312,-2,LUBP,0.000000000000e+000
5312,-3,PSIF,0.000000000000e+000
5312,-4,PSWD,0.000000000000e+000
5312,-4,PSDT,0.000000000000e+000
5312,0,IVOL,6.075376574846e+007
5312,1,RO,6.075376574846e+007
